wholesaler_name (도매상명),biz_type (업종명),wholesaler_addr_road (도매도로명주소),wholesaler_addr_jibun (도매지번주소),wholesaler_tel (도매전화),lat (위도),lon (경도),business_status (영업상태),as_of_date (기준일자),provider_org_code (제공기관코드),provider_org_name (제공기관명),has_transport_vehicle,has_storage_facility,supervising_agency,active_flag (활성여부),is_valid_wholesaler (유효도매여부),wholesaler_id (도매상ID),source_file (원천파일),source_sheet (원천시트),source_row_id (원천행ID)
유안메디칼 주식회사,일반종합도매,"대구광역시 북구 호국로 249, 5층 (서변동)",대구광역시 북구 서변동 1779-3,053-956-8995,35.9240217493,128.5989626601,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01011,3. 전국의약품도매업소표준데이터.csv,,1011
(주)세종약품판매,일반종합도매,"대구광역시 북구 환성정길 12-8, 1,2층 (서변동)",대구광역시 북구 서변동 962-1,,35.922999829,128.595545316,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01012,3. 전국의약품도매업소표준데이터.csv,,1012
네오팜메디텍,일반종합도매,"대구광역시 북구 학정로13길 25, 2층 (태전동)",대구광역시 북구 태전동 476-16,053-527-2890,35.9161570222,128.5492127423,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01013,3. 전국의약품도매업소표준데이터.csv,,1013
태성약품,일반종합도매,"대구광역시 북구 학남로 43-30, 1층 (학정동)",대구광역시 북구 학정동 190-3,053-323-9960,35.9499643909,128.5689239484,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01014,3. 전국의약품도매업소표준데이터.csv,,1014
주식회사 한주약품,일반종합도매,"대구광역시 북구 동북로 287, 2,3층 (복현동)",대구광역시 북구 복현동 340-30,053-628-6550,35.8930081023,128.6215488482,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01015,3. 전국의약품도매업소표준데이터.csv,,1015
(주)유니팜,일반종합도매,"대구광역시 북구 호국로43길 8-16, 2층 일부 (서변동)","대구광역시 북구 서변동 1784-5 ,2층 일부",053-745-5701,35.9219169453,128.5986666902,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01016,3. 전국의약품도매업소표준데이터.csv,,1016
지에스누리팜,일반종합도매,"대구광역시 북구 공항로 10-7, 3층 (복현동)",대구광역시 북구 복현동 207-1,053-959-5306,35.897423573,128.6167379137,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01017,3. 전국의약품도매업소표준데이터.csv,,1017
명진약품,일반종합도매,"대구광역시 북구 동암로12길 17, 3층 (동천동)",대구광역시 북구 동천동 954-7,,35.9434108509,128.5568519147,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01018,3. 전국의약품도매업소표준데이터.csv,,1018
제일종합에너지,의료용고압가스,"대구광역시 북구 동북로 31, 1층 (산격동)",대구광역시 북구 산격동 741-37,,35.9021128959,128.5970920736,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01019,3. 전국의약품도매업소표준데이터.csv,,1019
(주)한신가스,의료용고압가스,대구광역시 북구 노원로47길 3 (침산동),대구광역시 북구 침산동 839,,35.9016080627,128.5848730187,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01020,3. 전국의약품도매업소표준데이터.csv,,1020
대보당한약도매업소,한약도매,"대구광역시 북구 오봉로6길 21, 1층 (노원동1가)",대구광역시 북구 노원동1가 141,053-356-1151,35.8898679653,128.5791096082,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01021,3. 전국의약품도매업소표준데이터.csv,,1021
명성종합가스,의료용고압가스,대구광역시 북구 3공단로27길 27 (노원동3가),대구광역시 북구 노원동3가 187-67,053-357-1133,35.9001811251,128.5656194024,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01022,3. 전국의약품도매업소표준데이터.csv,,1022
디케이팜(DK팜),일반종합도매,"대구광역시 북구 구암로65길 2, 4층 (구암동)",대구광역시 북구 구암동 784-5,,35.9405547253,128.5693928125,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01023,3. 전국의약품도매업소표준데이터.csv,,1023
삼원한약품,한약도매,대구광역시 북구 노원로17길 18-23 (노원동3가),대구광역시 북구 노원동3가 181-7,,35.8969900063,128.5711515403,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01024,3. 전국의약품도매업소표준데이터.csv,,1024
새청구약품,일반종합도매,"대구광역시 북구 동암로12길 24, 4층 (동천동, 도계빌딩)",대구광역시 북구 동천동 969-9,053-321-3403,35.9429648466,128.5561108871,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01025,3. 전국의약품도매업소표준데이터.csv,,1025
주식회사 다우약품,일반종합도매,"대구광역시 북구 동암로12길 24-12, 3층 (동천동)",대구광역시 북구 동천동 971-4,,35.9436443454,128.5558992518,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01026,3. 전국의약품도매업소표준데이터.csv,,1026
에이치케이(HK)약품,일반종합도매,"대구광역시 북구 동암로12길 15, 2층 (동천동)",대구광역시 북구 동천동 954-1,053-313-8275,35.9436172277,128.5569409608,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01027,3. 전국의약품도매업소표준데이터.csv,,1027
신광특수가스,의료용고압가스,대구광역시 북구 검단공단로21길 40 (산격동),대구광역시 북구 산격동 37-3,,35.9116617648,128.6104504077,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01028,3. 전국의약품도매업소표준데이터.csv,,1028
협진약품,일반종합도매,"대구광역시 북구 연암로 88-7, 5층 (산격동)",대구광역시 북구 산격동 943,,35.8928104664,128.5950358928,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01029,3. 전국의약품도매업소표준데이터.csv,,1029
(주)모두메디칼,일반종합도매,"대구광역시 북구 동화천로59길 5, 1층 103-1호 (연경동)",대구광역시 북구 연경동 1063-2,070-4337-3997,35.9425911091,128.6234819383,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01030,3. 전국의약품도매업소표준데이터.csv,,1030
성화종합가스,의료용고압가스,"대구광역시 북구 3공단로10길 3-5, 1층 (노원동3가)",대구광역시 북구 노원동3가 423,,35.893872012,128.5586950936,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01031,3. 전국의약품도매업소표준데이터.csv,,1031
이안한약품,한약도매,"대구광역시 북구 호국로43길 7-19, 4층 (서변동)",대구광역시 북구 서변동 1788-3,,35.9201517872,128.598640686,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01032,3. 전국의약품도매업소표준데이터.csv,,1032
동서한약도매상,한약도매,"대구광역시 북구 산격로9길 17, 1층 (산격동)",대구광역시 북구 산격동 1428,,35.8948032832,128.6033552412,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01033,3. 전국의약품도매업소표준데이터.csv,,1033
청명약품,일반종합도매,"대구광역시 북구 유통단지로13길 41-8, 3층 (산격동)",대구광역시 북구 산격동 321-15,053-719-0233,35.9096322498,128.606103441,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01034,3. 전국의약품도매업소표준데이터.csv,,1034
라온메디팜(주),일반종합도매,"대구광역시 북구 동화천로59길 5, 1층 103-2호 (연경동)",대구광역시 북구 연경동 1063-2,053-719-4556,35.9425911091,128.6234819383,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01035,3. 전국의약품도매업소표준데이터.csv,,1035
삼영메디칼,일반종합도매,"대구광역시 북구 검단공단로 33, (주)동원약품 본동 2층 208호 (산격동)",대구광역시 북구 산격동 1780,053-745-0303,35.9088830861,128.6166877163,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01036,3. 전국의약품도매업소표준데이터.csv,,1036
해솔약품,일반종합도매,"대구광역시 북구 원대로 46, 3층 (고성동3가)",대구광역시 북구 고성동3가 142,053-742-8355,35.88156657,128.5810939461,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01037,3. 전국의약품도매업소표준데이터.csv,,1037
주식회사 포메디,일반종합도매,"대구광역시 북구 대현로 23-2, 1층 (대현동)",대구광역시 북구 대현동 229-17,053-669-1043,35.8861241013,128.6030749162,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01038,3. 전국의약품도매업소표준데이터.csv,,1038
신흥메디컬,일반종합도매,"대구광역시 북구 검단로 117, 상가동 404호 (검단동, 유성아파트)",대구광역시 북구 검단동 887-67,,35.9074526571,128.6201345655,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01039,3. 전국의약품도매업소표준데이터.csv,,1039
진성팜,일반종합도매,"대구광역시 북구 노원동로11길 7-3, 2층 (노원동3가)",대구광역시 북구 노원동3가 1145-4,053-353-9955,35.8940875707,128.5764001279,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01040,3. 전국의약품도매업소표준데이터.csv,,1040
대흥메디칼,일반종합도매,"대구광역시 북구 검단공단로 33, (주)동원약품 본동 2층 209호 (산격동)",대구광역시 북구 산격동 1780,053-745-0308,35.9088830861,128.6166877163,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01041,3. 전국의약품도매업소표준데이터.csv,,1041
주식회사 지니팜,일반종합도매,"대구광역시 북구 호국로51길 5-33, 2층 (서변동)",대구광역시 북구 서변동 1779-11,053-719-4525,35.9229166656,128.5986936842,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01042,3. 전국의약품도매업소표준데이터.csv,,1042
태경약품,일반종합도매,"대구광역시 북구 검단공단로 33, 2층 (산격동)",대구광역시 북구 산격동 1780,053-793-4575,35.9088830861,128.6166877163,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01043,3. 전국의약품도매업소표준데이터.csv,,1043
다온약품,일반종합도매,"대구광역시 북구 호국로51길 5-27, 4층 401A호 (서변동)",대구광역시 북구 서변동 1780-6,053-939-1303,35.9232634795,128.5986623332,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01044,3. 전국의약품도매업소표준데이터.csv,,1044
주식회사 청명약품,일반종합도매,"대구광역시 북구 유통단지로13길 41-8, 3층 (산격동)",대구광역시 북구 산격동 321-15,053-719-0366,35.9096322498,128.606103441,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01045,3. 전국의약품도매업소표준데이터.csv,,1045
주식회사 빅토파마,일반종합도매,"대구광역시 북구 유통단지로8길 108-11, 주건축물제1동 1층 (산격동)",대구광역시 북구 산격동 1737,,35.9065934522,128.6164624665,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01046,3. 전국의약품도매업소표준데이터.csv,,1046
건강팜,일반종합도매,"대구광역시 북구 동암로12길 21, 4층 (동천동)",대구광역시 북구 동천동 954-6,053-325-1234,35.943211668,128.5566806731,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01047,3. 전국의약품도매업소표준데이터.csv,,1047
창성메디칼,일반종합도매,"대구광역시 북구 호국로 245, 5층 (서변동)",대구광역시 북구 서변동 1779-5,053-958-0958,35.9237095398,128.5989804149,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01048,3. 전국의약품도매업소표준데이터.csv,,1048
(주)건국팜,일반종합도매,"대구광역시 북구 학정로 551-50, 2층 (학정동)",대구광역시 북구 학정동 921-10,053-313-0030,35.9544860475,128.5648639112,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01049,3. 전국의약품도매업소표준데이터.csv,,1049
계성메디칼,일반종합도매,"대구광역시 북구 동암로12길 21, 4층 (동천동)",대구광역시 북구 동천동 954-6,053-312-7780,35.943211668,128.5566806731,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01050,3. 전국의약품도매업소표준데이터.csv,,1050
(주)알파바이오팜,일반종합도매,"대구광역시 북구 원대로 46, 3층 (고성동3가)",대구광역시 북구 고성동3가 142,054-337-8861,35.88156657,128.5810939461,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01051,3. 전국의약품도매업소표준데이터.csv,,1051
웰바이오,일반종합도매,"대구광역시 북구 한강로4길 9, 301호 일부 (사수동)",대구광역시 북구 사수동 953,,35.8960791074,128.5145506569,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01052,3. 전국의약품도매업소표준데이터.csv,,1052
진약품,일반종합도매,"대구광역시 북구 검단공단로 33, 2층 207호 (산격동)",대구광역시 북구 산격동 1780,053-383-9928,35.9088830861,128.6166877163,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01053,3. 전국의약품도매업소표준데이터.csv,,1053
파비스팜,일반종합도매,"대구광역시 북구 구암로21길 6, 상가동 2층 209호 (읍내동, 칠곡코스모스한양아파트)",대구광역시 북구 읍내동 1366-3,053-252-4451,35.9327537681,128.5528201994,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01054,3. 전국의약품도매업소표준데이터.csv,,1054
주식회사 인베스트팜,일반종합도매,"대구광역시 북구 검단공단로 33, 2층 203호 (산격동)",대구광역시 북구 산격동 1780,,35.9088830861,128.6166877163,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01055,3. 전국의약품도매업소표준데이터.csv,,1055
다올약품,일반종합도매,"대구광역시 북구 한강로8길 21-3, 3층 303 일부호 (금호동)",대구광역시 북구 금호동 814,053-525-4155,35.8949237875,128.5192051926,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01056,3. 전국의약품도매업소표준데이터.csv,,1056
미래메딕스,일반종합도매,"대구광역시 북구 칠성남로 82, 6층 (칠성동2가)",대구광역시 북구 칠성동2가 181-4,,35.8786965695,128.5893778256,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01057,3. 전국의약품도매업소표준데이터.csv,,1057
(주)대성팜,일반종합도매,"대구광역시 북구 동암로12길 21, 402호 (동천동)",대구광역시 북구 동천동 954-6,053-324-9262,35.943211668,128.5566806731,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01058,3. 전국의약품도매업소표준데이터.csv,,1058
다온바이오,일반종합도매,"대구광역시 북구 칠성남로 82, 5층 505호 (칠성동2가)",대구광역시 북구 칠성동2가 181-4,053-472-9200,35.8786965695,128.5893778256,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01059,3. 전국의약품도매업소표준데이터.csv,,1059
청정팜,일반종합도매,"대구광역시 북구 원대로 46, 3층 (고성동3가)",대구광역시 북구 고성동3가 142,,35.88156657,128.5810939461,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01060,3. 전국의약품도매업소표준데이터.csv,,1060
(주)굿모닝팜,일반종합도매,"대구광역시 북구 유통단지로8길 120-4, 2층 (산격동)",대구광역시 북구 산격동 1794,053-381-5246,35.9074809365,128.6170344631,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01061,3. 전국의약품도매업소표준데이터.csv,,1061
주식회사 다온팜,일반종합도매,"대구광역시 북구 호국로51길 5-27, 401B호 (서변동)",대구광역시 북구 서변동 1780-6,053-953-1303,35.9232634795,128.5986623332,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01062,3. 전국의약품도매업소표준데이터.csv,,1062
주식회사 아리아파마,일반종합도매,"대구광역시 북구 호국로 245, 3층 (서변동)",대구광역시 북구 서변동 1779-5,053-958-4565,35.9237095398,128.5989804149,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01063,3. 전국의약품도매업소표준데이터.csv,,1063
동흥약품 주식회사,일반종합도매,"대구광역시 북구 호국로 245, 4층 (서변동)",대구광역시 북구 서변동 1779-5,053-958-8880,35.9237095398,128.5989804149,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01064,3. 전국의약품도매업소표준데이터.csv,,1064
주식회사 로하스,일반종합도매,"대구광역시 북구 원대로 46, 2층 (고성동3가)",대구광역시 북구 고성동3가 142,053-752-7182,35.88156657,128.5810939461,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01065,3. 전국의약품도매업소표준데이터.csv,,1065
서경약품,일반종합도매,"대구광역시 북구 환성정길 12-8, 주1동 2층 일부 (서변동)",대구광역시 북구 서변동 962-1,053-719-3305,35.922999829,128.595545316,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01066,3. 전국의약품도매업소표준데이터.csv,,1066
림스파마,일반종합도매,"대구광역시 북구 한강로8길 13-4, 501~503호 I(아이)호 (금호동)",대구광역시 북구 금호동 804,,35.8953852092,128.5186113035,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01067,3. 전국의약품도매업소표준데이터.csv,,1067
오션팜,일반종합도매,"대구광역시 북구 원대로 46, 3층 (고성동3가)",대구광역시 북구 고성동3가 142,053-351-4888,35.88156657,128.5810939461,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01068,3. 전국의약품도매업소표준데이터.csv,,1068
책임약품,일반종합도매,"대구광역시 북구 검단공단로 33, (주)동원약품 본동 2층 202호 (산격동)",대구광역시 북구 산격동 1780,053-710-7011,35.9088830861,128.6166877163,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01069,3. 전국의약품도매업소표준데이터.csv,,1069
케이케이바이오팜,일반종합도매,"대구광역시 북구 유통단지로 25, 전자상가 3동 3층 219호 (산격동)",대구광역시 북구 산격동 1626,053-812-5734,35.9054570543,128.6049819691,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01070,3. 전국의약품도매업소표준데이터.csv,,1070
MUA메디(엠유에이메디),일반종합도매,"대구광역시 북구 호국로 807-25, 1층 (학정동)",대구광역시 북구 학정동 467-7,,35.9562432151,128.5664006173,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01071,3. 전국의약품도매업소표준데이터.csv,,1071
주식회사 씨드약품,일반종합도매,"대구광역시 북구 한강로8길 13-4, 주건축물제1동 5층 506호 (금호동)",대구광역시 북구 금호동 804,053-325-8890,35.8953852092,128.5186113035,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01072,3. 전국의약품도매업소표준데이터.csv,,1072
(주)미래약품,일반종합도매,"대구광역시 북구 유통단지로8길 108-9, 1층 (산격동)",대구광역시 북구 산격동 1736,053-384-1045,35.9067561966,128.6163286499,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01073,3. 전국의약품도매업소표준데이터.csv,,1073
와이지엠바이오,일반종합도매,"대구광역시 북구 호국로 209, 6층 (서변동)",대구광역시 북구 서변동 1787-2,,35.9204633007,128.5989796428,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01074,3. 전국의약품도매업소표준데이터.csv,,1074
(주)바로메디,일반종합도매,"대구광역시 북구 한강로8길 13-4, 주건축물제1동 5층 506-2호 (금호동)",대구광역시 북구 금호동 804,,35.8953852092,128.5186113035,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01075,3. 전국의약품도매업소표준데이터.csv,,1075
더킹바이오팜(주),일반종합도매,"대구광역시 북구 유통단지로 25, 전자상가 1동 215호 (산격동)",대구광역시 북구 산격동 1626,053-353-7416,35.9054570543,128.6049819691,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01076,3. 전국의약품도매업소표준데이터.csv,,1076
(주)씨에스온,일반종합도매,"대구광역시 북구 원대로 46, 3층 306호 (고성동3가)",대구광역시 북구 고성동3가 142,,35.88156657,128.5810939461,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01077,3. 전국의약품도매업소표준데이터.csv,,1077
한결약품,일반종합도매,"대구광역시 북구 호국로 251, 4층 (서변동)",대구광역시 북구 서변동 1779-12,053-719-4525,35.924179783,128.5989104473,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01078,3. 전국의약품도매업소표준데이터.csv,,1078
주식회사 팜프렌즈,일반종합도매,"대구광역시 북구 한강로8길 13-4, 5층 501,502,503호 C호 (금호동)",대구광역시 북구 금호동 804,,35.8953852092,128.5186113035,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01079,3. 전국의약품도매업소표준데이터.csv,,1079
아람약품,일반종합도매,"대구광역시 북구 성북로 70, 상가동 2층 202호 (침산동, 침산화성파크드림)",대구광역시 북구 침산동 1761,,35.8906620185,128.5932401691,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01080,3. 전국의약품도매업소표준데이터.csv,,1080
(주)듀켐바이오-칠곡경북대학교병원,기타,"대구광역시 북구 호국로 807, 칠곡경북대학교병원 지하1층 (학정동)",대구광역시 북구 학정동 474,,35.9561460236,128.5652788201,영업,2025-07-12,3450000,대구광역시 북구,Y,Y,대구광역시 북구보건소,True,False,W01081,3. 전국의약품도매업소표준데이터.csv,,1081
월드메디,일반종합도매,"대구광역시 북구 원대로 46, 308호 (고성동3가)",대구광역시 북구 고성동3가 142,053-351-4616,35.88156657,128.5810939461,영업,2025-07-12,3450000,대구광역시 북구,Y,N,대구광역시 북구보건소,True,False,W01082,3. 전국의약품도매업소표준데이터.csv,,1082
누리본초원,한약도매,경상북도 영천시 화남면 한천길 131-17,,,36.0744704,128.8929883,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01083,3. 전국의약품도매업소표준데이터.csv,,1083
창영약업사,한약도매,경상북도 영천시 완산로 28-1 (완산동),,,35.96255723,128.9393045,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01084,3. 전국의약품도매업소표준데이터.csv,,1084
우리약업사,한약도매,경상북도 영천시 약전1길 16(완산동),,,35.96061212,128.9403434,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01085,3. 전국의약품도매업소표준데이터.csv,,1085
미래약업사,한약도매,"경상북도 영천시 한방로 18, B동 101호 (도동)",,,35.94269411,128.9314918,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01086,3. 전국의약품도매업소표준데이터.csv,,1086
수연당약업사,한약도매,"경상북도 영천시 한방로 18, 영천약초시장 A동 112호 (도동)",,,35.94269411,128.9314918,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01087,3. 전국의약품도매업소표준데이터.csv,,1087
대화약업사,한약도매,"경상북도 영천시 한방로 18, D동 103호 (도동)",,,35.94269411,128.9314918,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01088,3. 전국의약품도매업소표준데이터.csv,,1088
남이약업사,한약도매,"경상북도 영천시 한방로 18, D동 111호 (도동)",,,35.94269411,128.9314918,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01089,3. 전국의약품도매업소표준데이터.csv,,1089
경일약업사,한약도매,경상북도 영천시 완산로 16 (완산동),,,35.96151387,128.9394623,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01090,3. 전국의약품도매업소표준데이터.csv,,1090
나눔약업사,한약도매,경상북도 영천시 약전길 28-4 (완산동),,,35.96130111,128.9404354,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01091,3. 전국의약품도매업소표준데이터.csv,,1091
영천현대약업사,한약도매,경상북도 영천시 약전1길 18 (완산동),,,35.96062183,128.9405825,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01092,3. 전국의약품도매업소표준데이터.csv,,1092
신영흥건재한약품,한약도매,경상북도 영천시 완산로 7 (완산동),,,35.96078027,128.9387663,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01093,3. 전국의약품도매업소표준데이터.csv,,1093
본초약업사,한약도매,경상북도 영천시 약전1길 18 (완산동),,,35.96062183,128.9405825,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01094,3. 전국의약품도매업소표준데이터.csv,,1094
고려약업사,한약도매,경상북도 영천시 완산4길 116(완산동),,,35.96503371,128.9468656,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01095,3. 전국의약품도매업소표준데이터.csv,,1095
도동약업사,한약도매,"경상북도 영천시 한방로 18, B동 109,118호 (도동)",,,35.94269411,128.9314918,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01096,3. 전국의약품도매업소표준데이터.csv,,1096
영성약업사,한약도매,"경상북도 영천시 한방로 18, A동 107,116호 (도동)",,,35.94269411,128.9314918,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01097,3. 전국의약품도매업소표준데이터.csv,,1097
스마일허브유통,한약도매,"경상북도 영천시 약초시장길 5, 영천약초시장 E동 110호 (도동)",,,35.94269411,128.9314918,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01098,3. 전국의약품도매업소표준데이터.csv,,1098
가락약업사,한약도매,"경상북도 영천시 한방로 18, D동 110호 (도동)",,,35.94269411,128.9314918,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01099,3. 전국의약품도매업소표준데이터.csv,,1099
이수한약유통,한약도매,"경상북도 영천시 한방로 18, E동 109호 (도동)",,,35.94269411,128.9314918,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01100,3. 전국의약품도매업소표준데이터.csv,,1100
진풍약업사,한약도매,"경상북도 영천시 한방로 18, C동 106호 (도동)",,,35.94269411,128.9314918,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01101,3. 전국의약품도매업소표준데이터.csv,,1101
폴인허브,한약도매,"경상북도 영천시 한방로 18, E동 109호 (도동)",,,35.94269411,128.9314918,영업,2025-06-25,5100000,경상북도 영천시,Y,Y,경상북도 영천시청,True,False,W01102,3. 전국의약품도매업소표준데이터.csv,,1102
