case_id,ship_id (출고ID),year_quarter (연분기),territory_code (영업권역코드),brand (브랜드),gap_amount (갭금액),coverage_ratio (커버리지비율),trace_status (추적상태),trace_reason (추적사유),created_from (생성소스)
TRC_2cd9970239cb,S00007159,2025-Q4,T06,서스펜정,325551.79,0.7797,Unverified,low_coverage,tracking_validation
TRC_80668a99420a,S00007160,2025-Q4,T07,넥시움정,314569.41,0.798,Unverified,low_coverage,tracking_validation
TRC_7a877ede1a3c,S00007179,2025-Q3,T04,서스펜정,73805.23,0.797,Unverified,low_coverage,tracking_validation
TRC_ee637f174f3f,S00007186,2025-Q2,T04,트라젠타정,996549.41,0.7773,Unverified,low_coverage,tracking_validation
TRC_683e0dd0537c,S00007188,2025-Q1,T10,가브스정,864496.05,0.7772,Unverified,low_coverage,tracking_validation
TRC_174199927793,S00007190,2025-Q3,T06,로수젯정,9182436.8,0.791,Unverified,low_coverage,tracking_validation
TRC_e0eb737a8a67,S00007210,2025-Q3,T05,로수젯정,29413.07,0.7736,Unverified,low_coverage,tracking_validation
TRC_3b03c040ffbc,S00007238,2025-Q3,T04,세파클러캡슐,4555504.4,0.7753,Unverified,low_coverage,tracking_validation
TRC_3b10acdbd656,S00007240,2025-Q3,T09,넥시움정,163802.13,0.797,Unverified,low_coverage,tracking_validation
TRC_4b663ee788bf,S00007249,2025-Q4,T09,글루코파지정,2102334.71,0.7952,Unverified,low_coverage,tracking_validation
TRC_f89dd745d7cd,S00007251,2025-Q1,T05,아토젯정,834537.61,0.7967,Unverified,low_coverage,tracking_validation
TRC_5f4a77e5817e,S00007256,2025-Q1,T03,아토르바정,208639.33,0.7777,Unverified,low_coverage,tracking_validation
TRC_ac90c1491b63,S00007263,2025-Q3,T02,아모잘탄정,546085.99,0.778,Unverified,low_coverage,tracking_validation
TRC_6f7c9193943d,S00007280,2025-Q1,T10,넥시움정,40639.32,0.7771,Unverified,low_coverage,tracking_validation
TRC_8d2d576e80fd,S00007290,2025-Q3,T01,로수젯정,4549402.45,0.7995,Unverified,low_coverage,tracking_validation
TRC_1f80e01c5a54,S00007300,2025-Q2,T07,넥시움정,127930.16,0.7931,Unverified,low_coverage,tracking_validation
TRC_4ccd09f2f92b,S00007301,2025-Q2,T07,록소르정,118310.75,0.7869,Unverified,low_coverage,tracking_validation
TRC_42bba9fea554,S00007304,2025-Q4,T02,리피토정,320798.09,0.7929,Unverified,low_coverage,tracking_validation
TRC_2d2ab7d73af5,S00007310,2025-Q4,T02,로수젯정,4856335.92,0.7957,Unverified,low_coverage,tracking_validation
TRC_6d7260942bec,S00007369,2025-Q4,T05,글루코파지정,446821.05,0.7846,Unverified,low_coverage,tracking_validation
TRC_fd1d4496fc1d,S00007376,2025-Q1,T08,아토르바정,79367.43,0.7784,Unverified,low_coverage,tracking_validation
TRC_b22194a5ab30,S00007390,2025-Q3,T09,로수젯정,1016882.88,0.7981,Unverified,low_coverage,tracking_validation
TRC_f0034a2ce6cb,S00007395,2025-Q3,T07,디아미크롱서방정,294370.1,0.7863,Unverified,low_coverage,tracking_validation
TRC_d85b07182e55,S00007404,2025-Q3,T06,리피토정,728045.08,0.7695,Unverified,low_coverage,tracking_validation
TRC_1bb6d9871a77,S00007429,2025-Q1,T09,글루코파지정,38767.38,0.7898,Unverified,low_coverage,tracking_validation
TRC_94485e453dad,S00007439,2025-Q2,T01,서스펜정,1977049.74,0.7953,Unverified,low_coverage,tracking_validation
TRC_5004e939a9e6,S00007452,2025-Q1,T08,엑스포지정,524870.46,0.7725,Unverified,low_coverage,tracking_validation
TRC_487cc16155be,S00007463,2025-Q2,T10,아모잘탄정,3005878.88,0.7897,Unverified,low_coverage,tracking_validation
TRC_c6d918018f2a,S00007475,2025-Q3,T03,디아미크롱서방정,267234.11,0.7958,Unverified,low_coverage,tracking_validation
TRC_dd08fa609e66,S00007494,2025-Q1,T07,올메텍정,323472.08,0.7827,Unverified,low_coverage,tracking_validation
TRC_d9d79d7385c0,S00007538,2025-Q2,T08,세파클러캡슐,796396.3,0.7851,Unverified,low_coverage,tracking_validation
TRC_83d3c7206d1d,S00007539,2025-Q3,T08,서스펜정,269925.31,0.7942,Unverified,low_coverage,tracking_validation
TRC_241fa83cf3b6,S00007544,2025-Q4,T01,리피토정,437080.62,0.7818,Unverified,low_coverage,tracking_validation
TRC_3402ba4ec792,S00007558,2025-Q1,T05,세파클러캡슐,2072292.22,0.7913,Unverified,low_coverage,tracking_validation
TRC_12e202ea0f5d,S00007568,2025-Q3,T01,가브스정,549591.98,0.7866,Unverified,low_coverage,tracking_validation
TRC_da8fb457b6fc,S00007584,2025-Q1,T08,리피토정,287605.48,0.7855,Unverified,low_coverage,tracking_validation
TRC_7ef826dc636a,S00007585,2025-Q2,T08,플라빅스정,2605698.77,0.7816,Unverified,low_coverage,tracking_validation
TRC_380d81031c54,S00007586,2025-Q2,T09,트라젠타정,303199.76,0.7853,Unverified,low_coverage,tracking_validation
TRC_3d8ebb2abd51,S00007629,2025-Q1,T02,글루코파지정,572044.51,0.7774,Unverified,low_coverage,tracking_validation
TRC_38a3ebb21497,S00007637,2025-Q1,T08,타미플루캡슐,720197.05,0.7772,Unverified,low_coverage,tracking_validation
TRC_cc683047f5a8,S00007640,2025-Q3,T02,넥시움정,99270.65,0.7981,Unverified,low_coverage,tracking_validation
TRC_91e7dd83d285,S00007648,2025-Q4,T10,가브스정,456063.77,0.7792,Unverified,low_coverage,tracking_validation
TRC_bc7323e2d622,S00007679,2025-Q1,T05,서스펜정,338252.75,0.7989,Unverified,low_coverage,tracking_validation
TRC_1fb9e23417de,S00007681,2025-Q2,T04,록소르정,76014.65,0.7894,Unverified,low_coverage,tracking_validation
TRC_11a1d6fa4f4d,S00007702,2025-Q1,T08,자누비아정,9180561.93,0.798,Unverified,low_coverage,tracking_validation
TRC_75cedc25e6cd,S00007703,2025-Q4,T08,아모잘탄정,503320.78,0.7976,Unverified,low_coverage,tracking_validation
TRC_62b268992f2d,S00007705,2025-Q1,T10,플라빅스정,2042597.25,0.7845,Unverified,low_coverage,tracking_validation
TRC_b3fde06e659d,S00007712,2025-Q3,T05,엑스포지정,737602.75,0.7803,Unverified,low_coverage,tracking_validation
TRC_fd4c15ad55a1,S00007735,2025-Q1,T08,디아미크롱서방정,258213.56,0.7838,Unverified,low_coverage,tracking_validation
TRC_5f81b4bdd918,S00007741,2025-Q3,T10,록소르정,1604412.06,0.7873,Unverified,low_coverage,tracking_validation
TRC_6713c8c43a87,S00007758,2025-Q4,T10,세파클러캡슐,810451.63,0.7702,Unverified,low_coverage,tracking_validation
TRC_283e597ae590,S00007763,2025-Q2,T01,아모잘탄정,5206466.34,0.7853,Unverified,low_coverage,tracking_validation
TRC_1e9f7269b4b5,S00007766,2025-Q4,T02,트라젠타정,258443.12,0.7737,Unverified,low_coverage,tracking_validation
TRC_bee6b67b8d10,S00007778,2025-Q1,T08,세파클러캡슐,119804.08,0.7907,Unverified,low_coverage,tracking_validation
TRC_456182e02550,S00007805,2025-Q4,T03,플라빅스정,2621613.28,0.7758,Unverified,low_coverage,tracking_validation
TRC_5379779cc788,S00007812,2025-Q1,T04,엑스포지정,6664857.96,0.7939,Unverified,low_coverage,tracking_validation
TRC_d82154e32635,S00007829,2025-Q2,T05,글루코파지정,200045.58,0.7801,Unverified,low_coverage,tracking_validation
TRC_7697110153fb,S00007831,2025-Q4,T03,아토젯정,776929.55,0.7871,Unverified,low_coverage,tracking_validation
TRC_fd3e311dcfab,S00007843,2025-Q1,T09,아모잘탄정,914733.03,0.7945,Unverified,low_coverage,tracking_validation
TRC_6a0f938de65a,S00007869,2025-Q4,T06,글루코파지정,1748803.53,0.7854,Unverified,low_coverage,tracking_validation
TRC_165a04e448e5,S00007885,2025-Q3,T02,플라빅스정,5734875.81,0.7964,Unverified,low_coverage,tracking_validation
TRC_85a2a80741e6,S00007906,2025-Q4,T04,트라젠타정,48259.37,0.7781,Unverified,low_coverage,tracking_validation
TRC_68f73bfbfeb8,S00007913,2025-Q1,T03,카나브정,333682.86,0.7807,Unverified,low_coverage,tracking_validation
TRC_91635f3bcb83,S00007924,2025-Q4,T07,리피토정,4557627.7,0.7879,Unverified,low_coverage,tracking_validation
TRC_e1dd88547c51,S00007932,2025-Q1,T05,엑스포지정,802276.85,0.7833,Unverified,low_coverage,tracking_validation
TRC_2f7470633ae4,S00007936,2025-Q1,T06,아토르바정,208680.37,0.7955,Unverified,low_coverage,tracking_validation
TRC_94811e1dbc89,S00007943,2025-Q2,T04,아모잘탄정,391772.14,0.7795,Unverified,low_coverage,tracking_validation
TRC_0e7458db59f2,S00007968,2025-Q3,T09,가브스정,4177727.87,0.7868,Unverified,low_coverage,tracking_validation
TRC_548ec8404633,S00007975,2025-Q2,T06,디아미크롱서방정,1078806.16,0.7872,Unverified,low_coverage,tracking_validation
TRC_f9d64e5a3bb8,S00007983,2025-Q4,T07,아모잘탄정,380486.13,0.7814,Unverified,low_coverage,tracking_validation
TRC_3c88c42286e6,S00007989,2025-Q1,T08,글루코파지정,67680.37,0.7983,Unverified,low_coverage,tracking_validation
TRC_0e1c42708fbf,S00007995,2025-Q4,T10,디아미크롱서방정,162794.97,0.7817,Unverified,low_coverage,tracking_validation
TRC_efd869a8f917,S00008001,2025-Q2,T09,록소르정,1158672.02,0.7765,Unverified,low_coverage,tracking_validation
TRC_a81904dedc1c,S00008004,2025-Q1,T01,리피토정,303822.72,0.7819,Unverified,low_coverage,tracking_validation
TRC_22a468a0cc07,S00008005,2025-Q2,T01,플라빅스정,580166.72,0.7765,Unverified,low_coverage,tracking_validation
TRC_4e2280faf1e9,S00008032,2025-Q2,T03,엑스포지정,5042486.62,0.7823,Unverified,low_coverage,tracking_validation
TRC_fabaf7d35f8b,S00008074,2025-Q3,T09,올메텍정,3086134.38,0.797,Unverified,low_coverage,tracking_validation
TRC_27778c002644,S00008078,2025-Q2,T06,세파클러캡슐,1817165.77,0.7763,Unverified,low_coverage,tracking_validation
TRC_ddea30d6f15a,S00008119,2025-Q1,T10,서스펜정,175264.55,0.776,Unverified,low_coverage,tracking_validation
TRC_6c3b059f48da,S00008125,2025-Q3,T02,플라빅스정,6802606.74,0.775,Unverified,low_coverage,tracking_validation
TRC_e35f2c33aee7,S00008140,2025-Q4,T04,넥시움정,653061.34,0.7729,Unverified,low_coverage,tracking_validation
TRC_57602a45199e,S00008141,2025-Q4,T01,록소르정,747811.74,0.7915,Unverified,low_coverage,tracking_validation
TRC_7058300ecc57,S00008151,2025-Q3,T10,아토젯정,245317.16,0.7722,Unverified,low_coverage,tracking_validation
TRC_f62bf1c30d0a,S00008154,2025-Q4,T04,올메텍정,635711.31,0.775,Unverified,low_coverage,tracking_validation
TRC_094b42c7babc,S00008158,2025-Q4,T06,세파클러캡슐,3212906.37,0.7702,Unverified,low_coverage,tracking_validation
TRC_86d6f296112a,S00008168,2025-Q3,T01,가브스정,518493.37,0.7708,Unverified,low_coverage,tracking_validation
TRC_031bcb102eaf,S00008226,2025-Q2,T03,트라젠타정,894975.01,0.7707,Unverified,low_coverage,tracking_validation
TRC_162555e01cca,S00008227,2025-Q2,T05,네시나정,162121.7,0.7979,Unverified,low_coverage,tracking_validation
TRC_c6a72c78879e,S00008229,2025-Q2,T09,글루코파지정,248260.14,0.7825,Unverified,low_coverage,tracking_validation
TRC_106cfe75255c,S00008244,2025-Q4,T10,리피토정,1102475.01,0.7933,Unverified,low_coverage,tracking_validation
TRC_f4910694af95,S00008253,2025-Q2,T09,카나브정,2684146.48,0.7807,Unverified,low_coverage,tracking_validation
TRC_5fcdf0677264,S00008262,2025-Q2,T08,자누비아정,1738333.11,0.771,Unverified,low_coverage,tracking_validation
TRC_26dd48d5bd3a,S00008267,2025-Q4,T06,네시나정,31751.95,0.7923,Unverified,low_coverage,tracking_validation
TRC_3f20489f55ad,S00008312,2025-Q2,T03,엑스포지정,269808.62,0.7857,Unverified,low_coverage,tracking_validation
TRC_763f7a398171,S00008320,2025-Q3,T01,넥시움정,3574101.71,0.7834,Unverified,low_coverage,tracking_validation
TRC_13468e310468,S00008321,2025-Q4,T02,록소르정,596141.46,0.7994,Unverified,low_coverage,tracking_validation
TRC_6d80c0f98d55,S00008340,2025-Q4,T07,넥시움정,4081218.22,0.7878,Unverified,low_coverage,tracking_validation
TRC_697495f70bf5,S00008342,2025-Q2,T07,자누비아정,2379636.87,0.7944,Unverified,low_coverage,tracking_validation
TRC_f619fc2d57d6,S00008356,2025-Q3,T04,아토르바정,1498065.9,0.7897,Unverified,low_coverage,tracking_validation
TRC_d04144fc652e,S00008365,2025-Q2,T03,플라빅스정,4851696.44,0.7742,Unverified,low_coverage,tracking_validation
TRC_7fac3a50365e,S00008380,2025-Q1,T07,넥시움정,282347.14,0.7726,Unverified,low_coverage,tracking_validation
TRC_c1ab340d7cf8,S00008391,2025-Q3,T08,아토젯정,807542.94,0.7933,Unverified,low_coverage,tracking_validation
TRC_9e627b87d0b0,S00008398,2025-Q4,T08,세파클러캡슐,63088.92,0.7874,Unverified,low_coverage,tracking_validation
TRC_7b9726bad0c4,S00008414,2025-Q4,T01,올메텍정,104376.97,0.7969,Unverified,low_coverage,tracking_validation
TRC_2f409e07196c,S00008441,2025-Q4,T04,록소르정,429173.34,0.7903,Unverified,low_coverage,tracking_validation
TRC_be6539365517,S00008445,2025-Q4,T09,플라빅스정,215241.77,0.7784,Unverified,low_coverage,tracking_validation
TRC_3c2bd5a0d2e4,S00008448,2025-Q3,T05,가브스정,10183371.5,0.7716,Unverified,low_coverage,tracking_validation
TRC_b12e9d39a1a9,S00008450,2025-Q4,T02,로수젯정,178518.96,0.7716,Unverified,low_coverage,tracking_validation
TRC_57d4cd4132c1,S00008479,2025-Q3,T03,서스펜정,2611950.42,0.7998,Unverified,low_coverage,tracking_validation
TRC_9b4ca71947ac,S00008506,2025-Q1,T01,트라젠타정,208245.31,0.7873,Unverified,low_coverage,tracking_validation
TRC_d9d7e026af2a,S00008509,2025-Q4,T06,글루코파지정,2851489.4,0.7787,Unverified,low_coverage,tracking_validation
TRC_4ec647452cea,S00008522,2025-Q4,T01,자누비아정,572954.64,0.7856,Unverified,low_coverage,tracking_validation
TRC_04505b7f9295,S00008533,2025-Q1,T03,카나브정,52758.59,0.7765,Unverified,low_coverage,tracking_validation
TRC_38d646447804,S00008534,2025-Q4,T10,올메텍정,311363.51,0.7708,Unverified,low_coverage,tracking_validation
TRC_ad479a7f8956,S00008572,2025-Q2,T06,엑스포지정,254649.7,0.7713,Unverified,low_coverage,tracking_validation
TRC_6c1f756be32b,S00008587,2025-Q4,T05,네시나정,262757.29,0.7739,Unverified,low_coverage,tracking_validation
TRC_865248f479c1,S00008590,2025-Q4,T01,로수젯정,5872686.27,0.7815,Unverified,low_coverage,tracking_validation
TRC_600dbbbd78b7,S00008592,2025-Q2,T05,엑스포지정,752357.75,0.7922,Unverified,low_coverage,tracking_validation
TRC_53969ed04346,S00008602,2025-Q3,T02,자누비아정,3845581.12,0.7834,Unverified,low_coverage,tracking_validation
TRC_83b766a4cba4,S00008613,2025-Q3,T06,카나브정,142215.14,0.7802,Unverified,low_coverage,tracking_validation
TRC_579a0eab456e,S00008631,2025-Q4,T07,아토젯정,7193913.11,0.7818,Unverified,low_coverage,tracking_validation
TRC_ebe98044428e,S00008632,2025-Q4,T05,엑스포지정,473244.0,0.794,Unverified,low_coverage,tracking_validation
TRC_599a096f13e4,S00008650,2025-Q3,T08,로수젯정,3421811.89,0.7813,Unverified,low_coverage,tracking_validation
TRC_d1dc47988c88,S00008661,2025-Q3,T07,록소르정,207090.36,0.7856,Unverified,low_coverage,tracking_validation
TRC_a634a367d384,S00008667,2025-Q2,T09,네시나정,7022574.15,0.7986,Unverified,low_coverage,tracking_validation
TRC_d6ef306541e1,S00008671,2025-Q1,T07,아토젯정,992796.32,0.7895,Unverified,low_coverage,tracking_validation
TRC_c0b969c387b3,S00008685,2025-Q2,T09,플라빅스정,4581890.73,0.7853,Unverified,low_coverage,tracking_validation
TRC_d5978f92acd7,S00008688,2025-Q2,T04,가브스정,8645781.4,0.7778,Unverified,low_coverage,tracking_validation
TRC_f7784f74d768,S00008697,2025-Q1,T03,타미플루캡슐,10904218.48,0.7823,Unverified,low_coverage,tracking_validation
TRC_1a7d59112008,S00008724,2025-Q4,T03,리피토정,384255.67,0.7841,Unverified,low_coverage,tracking_validation
TRC_418acd09b4d7,S00008742,2025-Q3,T01,자누비아정,1461114.45,0.7869,Unverified,low_coverage,tracking_validation
TRC_7984d5aedbeb,S00008751,2025-Q3,T09,아토젯정,5655697.97,0.7982,Unverified,low_coverage,tracking_validation
TRC_48148d8e3506,S00008765,2025-Q2,T06,플라빅스정,4990612.18,0.7954,Unverified,low_coverage,tracking_validation
TRC_5d78e896eadb,S00008786,2025-Q1,T10,트라젠타정,305334.84,0.7752,Unverified,low_coverage,tracking_validation
TRC_d5baa5a72057,S00008805,2025-Q2,T08,플라빅스정,3132196.68,0.7817,Unverified,low_coverage,tracking_validation
TRC_9ddd8bde2fe8,S00008860,2025-Q4,T08,넥시움정,598990.58,0.7877,Unverified,low_coverage,tracking_validation
TRC_36adbd20a351,S00008865,2025-Q4,T01,플라빅스정,974545.91,0.7707,Unverified,low_coverage,tracking_validation
TRC_1ad9816b9d7c,S00008874,2025-Q2,T02,올메텍정,299001.88,0.7873,Unverified,low_coverage,tracking_validation
TRC_4d337c76310a,S00008880,2025-Q4,T02,넥시움정,183976.37,0.7805,Unverified,low_coverage,tracking_validation
TRC_471910aa7039,S00008902,2025-Q2,T06,자누비아정,2702441.06,0.7714,Unverified,low_coverage,tracking_validation
TRC_cac74320a5ba,S00008913,2025-Q1,T05,카나브정,582959.26,0.7699,Unverified,low_coverage,tracking_validation
TRC_0be2c2f26a17,S00008919,2025-Q3,T03,서스펜정,233848.8,0.7739,Unverified,low_coverage,tracking_validation
TRC_921add1ec360,S00008937,2025-Q2,T04,타미플루캡슐,467856.22,0.7811,Unverified,low_coverage,tracking_validation
TRC_e82ac18e8950,S00008953,2025-Q2,T07,카나브정,501363.51,0.7878,Unverified,low_coverage,tracking_validation
TRC_8a38f992e060,S00008960,2025-Q1,T09,넥시움정,456678.43,0.7861,Unverified,low_coverage,tracking_validation
TRC_bb6895b87d2a,S00008964,2025-Q4,T03,리피토정,619851.63,0.7715,Unverified,low_coverage,tracking_validation
TRC_2e2375dbf059,S00008971,2025-Q1,T08,아토젯정,166970.33,0.7725,Unverified,low_coverage,tracking_validation
TRC_2719cefcf3ad,S00009002,2025-Q2,T03,자누비아정,12814727.58,0.7763,Unverified,low_coverage,tracking_validation
TRC_04515f452bef,S00009005,2025-Q2,T01,플라빅스정,5394303.92,0.793,Unverified,low_coverage,tracking_validation
TRC_40287b6f1eaf,S00009031,2025-Q4,T08,아토젯정,1274709.1,0.7972,Unverified,low_coverage,tracking_validation
TRC_3ba3b4532c52,S00009045,2025-Q4,T08,플라빅스정,2284112.1,0.7766,Unverified,low_coverage,tracking_validation
TRC_285d2f936a9c,S00009048,2025-Q3,T09,가브스정,426013.98,0.7723,Unverified,low_coverage,tracking_validation
TRC_fc063e308dfb,S00009061,2025-Q1,T01,록소르정,83166.14,0.7741,Unverified,low_coverage,tracking_validation
TRC_11aa03988cf0,S00009064,2025-Q1,T04,리피토정,20483.62,0.7945,Unverified,low_coverage,tracking_validation
TRC_aaec57ba4dd6,S00009073,2025-Q3,T08,카나브정,371526.13,0.7846,Unverified,low_coverage,tracking_validation
TRC_685e543145cf,S00009078,2025-Q1,T02,세파클러캡슐,5392633.94,0.7764,Unverified,low_coverage,tracking_validation
TRC_7b80b9659bb6,S00009085,2025-Q2,T05,플라빅스정,2011107.15,0.7842,Unverified,low_coverage,tracking_validation
TRC_6d67cbbf74aa,S00009126,2025-Q2,T03,트라젠타정,659068.31,0.7837,Unverified,low_coverage,tracking_validation
TRC_aaea5de304ca,S00009172,2025-Q4,T10,엑스포지정,7328890.56,0.7991,Unverified,low_coverage,tracking_validation
TRC_3661f453eecc,S00009184,2025-Q1,T05,리피토정,722606.8,0.7765,Unverified,low_coverage,tracking_validation
TRC_3b68df651a7d,S00009186,2025-Q4,T02,트라젠타정,681291.06,0.7752,Unverified,low_coverage,tracking_validation
TRC_1a49d9be1985,S00009207,2025-Q3,T07,네시나정,260099.62,0.7757,Unverified,low_coverage,tracking_validation
TRC_3586c2c3bcda,S00009208,2025-Q2,T07,가브스정,4735088.43,0.7955,Unverified,low_coverage,tracking_validation
TRC_d0a85a55c5a3,S00009222,2025-Q4,T03,자누비아정,3904999.32,0.7889,Unverified,low_coverage,tracking_validation
TRC_742a71ce27e6,S00009224,2025-Q2,T04,리피토정,754085.72,0.7737,Unverified,low_coverage,tracking_validation
TRC_49ad14e29d2c,S00009227,2025-Q2,T09,네시나정,56370.18,0.7715,Unverified,low_coverage,tracking_validation
TRC_c6b47783a861,S00009238,2025-Q4,T08,세파클러캡슐,1284342.65,0.7873,Unverified,low_coverage,tracking_validation
TRC_467dfc9b7739,S00009257,2025-Q3,T10,타미플루캡슐,929361.04,0.7743,Unverified,low_coverage,tracking_validation
TRC_cfff398890ec,S00009260,2025-Q1,T09,넥시움정,3131307.19,0.7891,Unverified,low_coverage,tracking_validation
TRC_f87a7e9de42a,S00009264,2025-Q2,T06,리피토정,578501.76,0.7958,Unverified,low_coverage,tracking_validation
TRC_7a3be122cd4a,S00009274,2025-Q4,T07,올메텍정,386346.52,0.785,Unverified,low_coverage,tracking_validation
TRC_599d9e17f01a,S00009279,2025-Q3,T02,서스펜정,1993756.86,0.7712,Unverified,low_coverage,tracking_validation
TRC_39236f747793,S00009280,2025-Q4,T02,넥시움정,363122.95,0.7813,Unverified,low_coverage,tracking_validation
TRC_b1dfa91879aa,S00009281,2025-Q4,T01,록소르정,853223.22,0.7825,Unverified,low_coverage,tracking_validation
TRC_04b435d5b7be,S00009283,2025-Q2,T07,아모잘탄정,632137.49,0.7816,Unverified,low_coverage,tracking_validation
TRC_58b2dd615a84,S00009286,2025-Q2,T09,트라젠타정,989551.17,0.7708,Unverified,low_coverage,tracking_validation
TRC_24d2d94dcfda,S00009287,2025-Q1,T09,네시나정,882115.63,0.7724,Unverified,low_coverage,tracking_validation
TRC_067aa148ac84,S00009293,2025-Q2,T05,카나브정,4386845.94,0.7739,Unverified,low_coverage,tracking_validation
TRC_875f85bc9675,S00009303,2025-Q2,T03,아모잘탄정,728279.35,0.7834,Unverified,low_coverage,tracking_validation
TRC_1228b2e5e453,S00009306,2025-Q1,T10,트라젠타정,405192.23,0.7791,Unverified,low_coverage,tracking_validation
TRC_81a1619dcc81,S00009317,2025-Q1,T06,타미플루캡슐,1008099.39,0.7962,Unverified,low_coverage,tracking_validation
TRC_682b524814e3,S00009319,2025-Q4,T03,서스펜정,14367.57,0.7707,Unverified,low_coverage,tracking_validation
TRC_f38313d08a69,S00009328,2025-Q3,T07,가브스정,918552.43,0.7948,Unverified,low_coverage,tracking_validation
TRC_7ccf0869cc2d,S00009332,2025-Q4,T06,엑스포지정,6408507.25,0.7861,Unverified,low_coverage,tracking_validation
TRC_9af22a797b33,S00009337,2025-Q4,T09,타미플루캡슐,7723109.12,0.7938,Unverified,low_coverage,tracking_validation
TRC_4bb0f4b77e07,S00009340,2025-Q2,T09,넥시움정,271207.43,0.7907,Unverified,low_coverage,tracking_validation
TRC_5d99fe6aebc6,S00009349,2025-Q4,T05,글루코파지정,38399.92,0.7966,Unverified,low_coverage,tracking_validation
TRC_54ddebcaa197,S00009365,2025-Q3,T06,플라빅스정,1913779.76,0.7705,Unverified,low_coverage,tracking_validation
TRC_f8848e893784,S00009379,2025-Q4,T08,서스펜정,2013699.57,0.7866,Unverified,low_coverage,tracking_validation
TRC_0025778962f3,S00009396,2025-Q2,T10,아토르바정,1398008.58,0.7767,Unverified,low_coverage,tracking_validation
TRC_9c8d1b20a4b0,S00009401,2025-Q2,T09,록소르정,779708.71,0.7825,Unverified,low_coverage,tracking_validation
TRC_5e65ed02229a,S00009409,2025-Q3,T02,글루코파지정,83817.79,0.7821,Unverified,low_coverage,tracking_validation
TRC_f807763f5a00,S00009444,2025-Q4,T07,리피토정,759796.23,0.7751,Unverified,low_coverage,tracking_validation
TRC_611fae7c282d,S00009449,2025-Q4,T09,글루코파지정,1106672.34,0.7907,Unverified,low_coverage,tracking_validation
TRC_2776487d87e9,S00009459,2025-Q2,T04,서스펜정,28261.41,0.7962,Unverified,low_coverage,tracking_validation
TRC_f34df5b153b5,S00009464,2025-Q4,T05,리피토정,3538340.47,0.7926,Unverified,low_coverage,tracking_validation
TRC_7e30dec392a6,S00009468,2025-Q3,T04,가브스정,581882.3,0.7819,Unverified,low_coverage,tracking_validation
TRC_b48fa41183c9,S00009485,2025-Q1,T02,플라빅스정,6063433.65,0.7853,Unverified,low_coverage,tracking_validation
TRC_074e2ed229a2,S00009501,2025-Q4,T02,록소르정,14755.89,0.7829,Unverified,low_coverage,tracking_validation
TRC_be40b558379f,S00009505,2025-Q2,T09,플라빅스정,2909151.39,0.7803,Unverified,low_coverage,tracking_validation
TRC_95fb1053a16d,S00009520,2025-Q3,T04,넥시움정,3306561.41,0.7754,Unverified,low_coverage,tracking_validation
TRC_3c03e4ed260c,S00009541,2025-Q3,T05,록소르정,6272.18,0.7843,Unverified,low_coverage,tracking_validation
TRC_5892c57f21a8,S00009551,2025-Q3,T06,아토젯정,6837766.51,0.7794,Unverified,low_coverage,tracking_validation
TRC_2f020f6b6359,S00009557,2025-Q2,T05,타미플루캡슐,885358.3,0.7935,Unverified,low_coverage,tracking_validation
TRC_a0c68054738d,S00009564,2025-Q1,T01,리피토정,220225.05,0.7945,Unverified,low_coverage,tracking_validation
TRC_f14835d5baf0,S00009570,2025-Q4,T08,로수젯정,827550.01,0.7777,Unverified,low_coverage,tracking_validation
TRC_d970f27bdaee,S00009579,2025-Q1,T05,서스펜정,326520.83,0.7968,Unverified,low_coverage,tracking_validation
TRC_d9d23cd2349c,S00009580,2025-Q1,T05,넥시움정,2636038.28,0.7692,Unverified,low_coverage,tracking_validation
TRC_8a0237a7ba5d,S00009582,2025-Q4,T07,자누비아정,414782.3,0.7937,Unverified,low_coverage,tracking_validation
TRC_425a29af9270,S00009586,2025-Q3,T05,트라젠타정,887721.99,0.7894,Unverified,low_coverage,tracking_validation
TRC_56562214c5cf,S00009607,2025-Q2,T06,네시나정,409737.49,0.7935,Unverified,low_coverage,tracking_validation
TRC_3acc1f95c375,S00009617,2025-Q2,T08,타미플루캡슐,25430.45,0.7916,Unverified,low_coverage,tracking_validation
TRC_da5c58a1169e,S00009642,2025-Q1,T02,자누비아정,3615145.2,0.7858,Unverified,low_coverage,tracking_validation
TRC_fc0ca08caa1e,S00009645,2025-Q3,T08,플라빅스정,2000618.3,0.7907,Unverified,low_coverage,tracking_validation
TRC_df3b64a31a39,S00009676,2025-Q4,T03,아토르바정,1515794.93,0.7964,Unverified,low_coverage,tracking_validation
TRC_607d9042a255,S00009684,2025-Q2,T05,리피토정,263897.01,0.7954,Unverified,low_coverage,tracking_validation
TRC_07df884dc826,S00009701,2025-Q3,T06,록소르정,53362.51,0.7995,Unverified,low_coverage,tracking_validation
TRC_2787f94b5ef2,S00009727,2025-Q1,T04,네시나정,358356.92,0.7741,Unverified,low_coverage,tracking_validation
TRC_10986292670c,S00009731,2025-Q3,T07,아토젯정,447027.64,0.7862,Unverified,low_coverage,tracking_validation
TRC_ce5f21a82298,S00009747,2025-Q2,T02,네시나정,740205.09,0.7734,Unverified,low_coverage,tracking_validation
TRC_0adc55d05c35,S00009759,2025-Q1,T05,서스펜정,165099.02,0.79,Unverified,low_coverage,tracking_validation
