case_id,ship_id (출고ID),year_quarter (연분기),territory_code (영업권역코드),brand (브랜드),trace_status (추적상태),trace_reason (추적사유),note (비고),updated_by (수정자),updated_at (수정시각),created_from (생성소스)
TRC_0cf2552b82b3,S00004236,2025-Q3,T06,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_ed4d49cb95ff,S00004273,2025-Q2,T02,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_c4b8b384181f,S00004282,2025-Q3,T04,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1216110c386e,S00004285,2025-Q1,T03,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_b044a48b7a5a,S00004291,2025-Q4,T10,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_53d3c37ebc3f,S00004306,2025-Q3,T07,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_61f36ecb528d,S00004312,2025-Q1,T04,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_0f8a4e9265e2,S00004318,2025-Q3,T05,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_3c9ddf66289f,S00004319,2025-Q4,T03,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_25333a5df081,S00004354,2025-Q4,T01,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_7f2cb53421f8,S00004374,2025-Q2,T05,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_cd885df36788,S00004400,2025-Q4,T07,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_136116a47290,S00004428,2025-Q4,T08,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_657b33458da0,S00004431,2025-Q2,T09,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1212714e9d79,S00004459,2025-Q2,T01,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1415fe3cbf2d,S00004486,2025-Q3,T10,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_ec4ab05f045b,S00004491,2025-Q4,T02,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_30982b8316d0,S00004498,2025-Q1,T01,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_9725eb21cd55,S00004507,2025-Q1,T02,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_2ced47b78b3e,S00004514,2025-Q2,T06,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_4f78b7d2a205,S00004517,2025-Q4,T02,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_55a3fb992d2e,S00004523,2025-Q2,T04,아모잘탄정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_b6f270589dda,S00004562,2025-Q4,T10,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_ad53742b173f,S00004568,2025-Q4,T09,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_65a1c60332ee,S00004572,2025-Q3,T01,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_3037ab3e32f1,S00004577,2025-Q1,T02,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_794175627b3a,S00004579,2025-Q2,T01,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_35b41564f4af,S00004580,2025-Q3,T01,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1dfa54ed74f7,S00004597,2025-Q1,T06,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_27a1421a8cbe,S00004606,2025-Q3,T10,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_098859b74c9b,S00004613,2025-Q3,T04,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_199bf9b3e801,S00004617,2025-Q4,T08,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_eeb7cb7ee7d0,S00004640,2025-Q3,T03,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_cffd5d2c2467,S00004656,2025-Q4,T08,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_02ff035842a0,S00004730,2025-Q1,T03,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_8d218f765359,S00004749,2025-Q3,T07,글루코파지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_21421391b461,S00004758,2025-Q4,T04,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d124f7fbc519,S00004764,2025-Q1,T07,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_5b5887968760,S00004775,2025-Q1,T08,디아미크롱서방정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_c3b07c8cc462,S00004793,2025-Q2,T08,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_a8a51fb9e0d6,S00004822,2025-Q4,T02,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_7c1c73f7592d,S00004831,2025-Q2,T06,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_6a535f0be08e,S00004850,2025-Q1,T01,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e07cd9f6850f,S00004871,2025-Q4,T05,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_ec3043141c44,S00004879,2025-Q2,T06,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_051e1f8f6082,S00004884,2025-Q3,T10,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_da5c0f380995,S00004887,2025-Q3,T10,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_fd08bf4e3f17,S00004890,2025-Q4,T07,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_7557f832b46e,S00004914,2025-Q1,T04,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_9542f7cf2cc1,S00004928,2025-Q2,T01,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_b3fcd1707bc9,S00004959,2025-Q3,T10,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_29c4ee93a2f0,S00004998,2025-Q2,T03,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_3596cb83e858,S00005012,2025-Q4,T06,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_dc0dad624a14,S00005038,2025-Q1,T04,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_964e609b4ef4,S00005040,2025-Q1,T06,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_092eef2f85df,S00005041,2025-Q4,T09,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e3efd92cb901,S00005044,2025-Q4,T09,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_46c5a77382f6,S00005056,2025-Q3,T05,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_957b5df8d4e5,S00005059,2025-Q3,T01,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_47744ab7cc9d,S00005064,2025-Q2,T09,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_cec78c1089af,S00005092,2025-Q3,T05,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_fbeb43a40463,S00005097,2025-Q1,T05,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_98459f68789d,S00005098,2025-Q3,T04,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_a0456c73613b,S00005112,2025-Q4,T05,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_136ee4b6a5d2,S00005121,2025-Q1,T01,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_6795b2e7518a,S00005147,2025-Q4,T09,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_24e5f02d823c,S00005154,2025-Q1,T02,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e0652ca54f8e,S00005180,2025-Q4,T01,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d3c51615f5e3,S00005194,2025-Q3,T01,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_fd069726a3fc,S00005229,2025-Q1,T06,글루코파지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1d7836c2e62e,S00005234,2025-Q3,T03,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_7121477f834e,S00005236,2025-Q1,T05,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_36364bee3ea8,S00005245,2025-Q2,T02,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_c7a421cb1515,S00005247,2025-Q3,T08,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1c093b50776b,S00005251,2025-Q3,T06,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_20d8c78cff6e,S00005258,2025-Q3,T07,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d3a1e9e31d9e,S00005262,2025-Q2,T01,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_89ca67e3ab2b,S00005265,2025-Q1,T10,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_93882d4ed85c,S00005267,2025-Q1,T01,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_5690520b2bd0,S00005276,2025-Q3,T10,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d7a8d500ec86,S00005278,2025-Q2,T04,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_65c599136fdc,S00005282,2025-Q1,T09,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e646e25fec75,S00005286,2025-Q4,T02,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_fa549a37cd72,S00005310,2025-Q3,T09,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d2fe4a242273,S00005325,2025-Q1,T08,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_33d113ba49b6,S00005332,2025-Q2,T07,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_562d37983f8f,S00005338,2025-Q4,T04,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_064cfa255ff1,S00005346,2025-Q3,T04,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_4c63a367e31b,S00005365,2025-Q4,T03,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_75357652491f,S00005366,2025-Q2,T03,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_228abef306ab,S00005372,2025-Q2,T09,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_0da4fd9acf01,S00005396,2025-Q2,T02,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_9f21b73c7c19,S00005410,2025-Q4,T07,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_78ec8af2f8a8,S00005434,2025-Q1,T06,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_a720a1f816c6,S00005446,2025-Q4,T04,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_4d3fc9f6462d,S00005449,2025-Q2,T04,글루코파지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d1810034ac48,S00005451,2025-Q3,T05,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_6db37ee0aab8,S00005452,2025-Q2,T05,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_3fd6c4cdb82d,S00005455,2025-Q4,T08,디아미크롱서방정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d6542a8190fe,S00005465,2025-Q2,T04,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_8704fbf64b85,S00005473,2025-Q3,T09,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d7d1557ce6df,S00005525,2025-Q2,T09,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_0dd7d1c600fb,S00005543,2025-Q2,T09,아모잘탄정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_763bf4ad5c7f,S00005551,2025-Q1,T10,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_5b4dff0a6800,S00005560,2025-Q1,T04,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_f94ad548451d,S00005583,2025-Q3,T10,아모잘탄정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_c8fc284fca6e,S00005593,2025-Q1,T01,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_467063199be2,S00005637,2025-Q3,T06,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_f0e521284478,S00005667,2025-Q3,T03,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_4de8c92f9cd2,S00005686,2025-Q1,T09,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_7fe3d1d48cef,S00005702,2025-Q3,T03,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d0df782c7d5d,S00005703,2025-Q1,T06,아모잘탄정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_f6a63c1ec468,S00005712,2025-Q1,T06,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e7cce1b9da07,S00005717,2025-Q1,T03,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_24c9643c1338,S00005735,2025-Q2,T10,디아미크롱서방정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_c8e532a70403,S00005737,2025-Q4,T09,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_30599112e82f,S00005756,2025-Q4,T07,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1d3b229c9021,S00005764,2025-Q4,T04,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_f9072a31bc68,S00005766,2025-Q1,T05,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_7ec3757f15d0,S00005768,2025-Q1,T07,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_589dff581df9,S00005771,2025-Q3,T02,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_6bb345899c4b,S00005786,2025-Q1,T06,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_9bcf0489490a,S00005813,2025-Q3,T05,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_edc516547210,S00005875,2025-Q1,T01,디아미크롱서방정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e7088e29f55b,S00005884,2025-Q2,T04,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e1e134ad8c58,S00005886,2025-Q1,T06,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_8df73f88d291,S00005897,2025-Q2,T09,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_b2338c9580a4,S00005898,2025-Q1,T01,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_79d4f598eb0b,S00005910,2025-Q2,T07,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_a31ac96be827,S00005913,2025-Q4,T01,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e9531b3952d4,S00005927,2025-Q3,T05,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1fa80320d9c5,S00005933,2025-Q2,T01,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_50e0f5ba70b6,S00005957,2025-Q2,T04,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_b8da5a7b605b,S00005967,2025-Q1,T06,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d559a1be86a4,S00005985,2025-Q2,T05,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_06167dade6af,S00005991,2025-Q3,T01,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_7f4124881028,S00005992,2025-Q3,T03,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_190a17497123,S00005996,2025-Q1,T08,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_b0298d712d39,S00005999,2025-Q3,T09,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1be3cc430cbb,S00006001,2025-Q2,T02,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_391aa4d1e1fa,S00006024,2025-Q3,T08,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_7c62fc892494,S00006028,2025-Q2,T10,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_ebf970382807,S00006036,2025-Q3,T04,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_5c5a9e5075d0,S00006071,2025-Q1,T01,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_af6dc479db84,S00006076,2025-Q1,T02,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_7c3363a6dec1,S00006088,2025-Q2,T05,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e88a0f041c2c,S00006110,2025-Q4,T07,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_9e0cf3dcd0f5,S00006125,2025-Q1,T04,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_176ef75cc0b5,S00006129,2025-Q2,T01,글루코파지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_58bc3cacfa68,S00006135,2025-Q4,T03,디아미크롱서방정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_bbf8f2f558b9,S00006141,2025-Q1,T09,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_25d899335fb3,S00006149,2025-Q3,T04,글루코파지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_60506ecfaf84,S00006152,2025-Q2,T09,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_58f50a9308a2,S00006157,2025-Q1,T06,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_f7b3c1b0e736,S00006162,2025-Q2,T01,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_99d5e4720be3,S00006164,2025-Q1,T02,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_7625302acf47,S00006170,2025-Q4,T01,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d251cee6173c,S00006189,2025-Q4,T05,글루코파지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_ce66c53c20ac,S00006190,2025-Q1,T10,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e743ebf87c64,S00006193,2025-Q4,T10,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_62e6717b6647,S00006197,2025-Q4,T07,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_f7b693318a8a,S00006213,2025-Q4,T07,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_95cc7f9c57f2,S00006214,2025-Q3,T07,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_9bef3d0fd4e1,S00006218,2025-Q1,T10,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_a2025d317534,S00006226,2025-Q2,T03,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_87acf6eee1a0,S00006231,2025-Q4,T08,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_78d96ee532a5,S00006233,2025-Q3,T03,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_bea96455b992,S00006237,2025-Q1,T07,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_aae8589914d4,S00006239,2025-Q1,T10,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e14b11cf6d9f,S00006242,2025-Q1,T08,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_4c87f1aae5e6,S00006258,2025-Q2,T06,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d35eaa730c18,S00006268,2025-Q3,T02,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_2c19d10694dc,S00006272,2025-Q3,T08,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_05df9b2e0ab2,S00006282,2025-Q2,T10,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_c35c14484f7b,S00006292,2025-Q1,T01,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_93c04c66659d,S00006304,2025-Q3,T10,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_53e14ed0e006,S00006321,2025-Q3,T04,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_6e70d9d22aa1,S00006340,2025-Q2,T06,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_423426651ceb,S00006345,2025-Q2,T02,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_8f2baed63ab5,S00006349,2025-Q4,T06,글루코파지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_30bcf5dc94ad,S00006350,2025-Q3,T09,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_97335ef75576,S00006360,2025-Q2,T03,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_edbfdddf8446,S00006366,2025-Q2,T01,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
