year_quarter (연분기),territory_code (영업권역코드),brand (브랜드),overlap_group_id (중첩그룹ID),participant_count (참여자수),pool_amount_pre_share (풀쉐어전금액),pool_amount_post_share (풀쉐어후금액),pool_amount_hosp_share (풀병원배분금액),pool_amount_clinic_share (풀의원배분금액),rounding_delta_sum (라운딩보정합),overlap_generated_rows (중첩생성행수),participant_type_set (참여자유형집합),share_rule_source_set (룰소스집합),conservation_gap (보전성갭)
2025-Q1,T04,자누비아정,OG_2025-Q1_T04_자누비아정_02,10,207450000.0,207450000.0,103725000.0,103725000.0,0.0,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,자누비아정,OG_2025-Q1_T04_자누비아정_03,3,66540000.0,66540000.0,33270000.0,33270000.0,0.0,1,"clinic,mixed",direct,0.0
2025-Q1,T04,자누비아정,OG_2025-Q1_T04_자누비아정_04,10,133290000.0,133290000.0,66645000.0,66645000.0,0.0,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,자누비아정,OG_2025-Q1_T04_자누비아정_05,10,177706000.0,177706000.0,88853000.0,88853000.0,0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,카나브정,OG_2025-Q1_T04_카나브정_01,10,13903800.0,13903800.0,6951900.0,6951900.0,-0.01,5,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,카나브정,OG_2025-Q1_T04_카나브정_02,4,22173192.0,22173192.0,11086596.0,11086596.0,-0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,카나브정,OG_2025-Q1_T04_카나브정_03,11,53681637.0,53681637.0,26840818.5,26840818.5,0.0,3,"clinic,mixed",direct,0.0
2025-Q1,T04,카나브정,OG_2025-Q1_T04_카나브정_04,9,18359388.0,18359388.0,9179694.0,9179694.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,카나브정,OG_2025-Q1_T04_카나브정_05,12,31826145.0,31826145.0,15913072.5,15913072.5,0.02,0,"clinic,hosp",direct,0.0
2025-Q1,T04,타미플루캡슐,OG_2025-Q1_T04_타미플루캡슐_01,12,99595100.0,99595100.0,49797550.0,49797550.0,0.01,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,타미플루캡슐,OG_2025-Q1_T04_타미플루캡슐_02,7,14026900.0,14026900.0,7013450.0,7013450.0,0.0,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,타미플루캡슐,OG_2025-Q1_T04_타미플루캡슐_03,7,105312200.0,105312200.0,52656100.0,52656100.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,타미플루캡슐,OG_2025-Q1_T04_타미플루캡슐_04,9,105475700.0,105475700.0,52737850.0,52737850.0,-0.02,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,타미플루캡슐,OG_2025-Q1_T04_타미플루캡슐_05,7,110164600.0,110164600.0,55082300.0,55082300.0,0.02,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,트라젠타정,OG_2025-Q1_T04_트라젠타정_01,11,22146400.0,22146400.0,11073200.0,11073200.0,0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,트라젠타정,OG_2025-Q1_T04_트라젠타정_02,11,20266400.0,20266400.0,10133200.0,10133200.0,0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,트라젠타정,OG_2025-Q1_T04_트라젠타정_03,12,20567200.0,20567200.0,10283600.0,10283600.0,-0.02,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,트라젠타정,OG_2025-Q1_T04_트라젠타정_04,11,21620000.0,21620000.0,10810000.0,10810000.0,0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,트라젠타정,OG_2025-Q1_T04_트라젠타정_05,7,15397200.0,15397200.0,7698600.0,7698600.0,0.02,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,플라빅스정,OG_2025-Q1_T04_플라빅스정_01,6,86688000.0,86688000.0,43344000.0,43344000.0,0.0,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,플라빅스정,OG_2025-Q1_T04_플라빅스정_02,10,145782000.0,145782000.0,72891000.0,72891000.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,플라빅스정,OG_2025-Q1_T04_플라빅스정_03,13,215964000.0,215964000.0,107982000.0,107982000.0,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,플라빅스정,OG_2025-Q1_T04_플라빅스정_04,15,190512000.0,190512000.0,95256000.0,95256000.0,-0.02,5,"clinic,hosp,mixed",direct,0.0
2025-Q1,T04,플라빅스정,OG_2025-Q1_T04_플라빅스정_05,11,122724000.0,122724000.0,61362000.0,61362000.0,-0.01,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,가브스정,OG_2025-Q1_T05_가브스정_01,11,146124922.0,146124922.0,73062461.0,73062461.0,0.01,6,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,가브스정,OG_2025-Q1_T05_가브스정_02,12,98766476.0,98766476.0,49383238.0,49383238.0,-0.01,6,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,가브스정,OG_2025-Q1_T05_가브스정_03,10,109471145.0,109471145.0,54735572.5,54735572.5,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,가브스정,OG_2025-Q1_T05_가브스정_04,5,45788487.0,45788487.0,22894243.5,22894243.5,-0.01,3,"clinic,mixed",direct,0.0
2025-Q1,T05,가브스정,OG_2025-Q1_T05_가브스정_05,10,105592719.0,105592719.0,52796359.5,52796359.5,0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,글루코파지정,OG_2025-Q1_T05_글루코파지정_01,10,35778463.0,35778463.0,17889231.5,17889231.5,0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,글루코파지정,OG_2025-Q1_T05_글루코파지정_02,7,15863960.0,15863960.0,7931980.0,7931980.0,0.0,0,"clinic,hosp",direct,0.0
2025-Q1,T05,글루코파지정,OG_2025-Q1_T05_글루코파지정_03,11,32991713.0,32991713.0,16495856.5,16495856.5,0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,글루코파지정,OG_2025-Q1_T05_글루코파지정_04,9,24186590.0,24186590.0,12093295.0,12093295.0,-0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,글루코파지정,OG_2025-Q1_T05_글루코파지정_05,9,22778139.0,22778139.0,11389069.5,11389069.5,0.0,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,네시나정,OG_2025-Q1_T05_네시나정_01,12,69241108.0,69241108.0,34620554.0,34620554.0,0.01,5,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,네시나정,OG_2025-Q1_T05_네시나정_02,6,30697358.0,30697358.0,15348679.0,15348679.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,네시나정,OG_2025-Q1_T05_네시나정_03,4,56994354.0,56994354.0,28497177.0,28497177.0,-0.01,2,"clinic,mixed",direct,0.0
2025-Q1,T05,네시나정,OG_2025-Q1_T05_네시나정_04,14,80970757.0,80970757.0,40485378.5,40485378.5,0.01,6,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,네시나정,OG_2025-Q1_T05_네시나정_05,15,172536196.0,172536196.0,86268098.0,86268098.0,0.02,7,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,넥시움정,OG_2025-Q1_T05_넥시움정_01,12,98799540.0,98799540.0,49399770.0,49399770.0,-0.02,7,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,넥시움정,OG_2025-Q1_T05_넥시움정_02,9,41121548.0,41121548.0,20560774.0,20560774.0,-0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,넥시움정,OG_2025-Q1_T05_넥시움정_03,10,59594705.0,59594705.0,29797352.5,29797352.5,-0.01,0,"clinic,hosp",direct,0.0
2025-Q1,T05,넥시움정,OG_2025-Q1_T05_넥시움정_04,11,76626076.0,76626076.0,38313038.0,38313038.0,0.01,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,넥시움정,OG_2025-Q1_T05_넥시움정_05,15,116399908.0,116399908.0,58199954.0,58199954.0,0.02,5,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,디아미크롱서방정,OG_2025-Q1_T05_디아미크롱서방정_01,11,16119800.0,16119800.0,8059900.0,8059900.0,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,디아미크롱서방정,OG_2025-Q1_T05_디아미크롱서방정_02,9,38626200.0,38626200.0,19313100.0,19313100.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,디아미크롱서방정,OG_2025-Q1_T05_디아미크롱서방정_03,11,22143600.0,22143600.0,11071800.0,11071800.0,-0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,디아미크롱서방정,OG_2025-Q1_T05_디아미크롱서방정_04,8,43500400.0,43500400.0,21750200.0,21750200.0,-0.03,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,디아미크롱서방정,OG_2025-Q1_T05_디아미크롱서방정_05,12,53917200.0,53917200.0,26958600.0,26958600.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,로수젯정,OG_2025-Q1_T05_로수젯정_01,11,99739356.0,99739356.0,49869678.0,49869678.0,0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,로수젯정,OG_2025-Q1_T05_로수젯정_02,14,205071918.0,205071918.0,102535959.0,102535959.0,0.01,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,로수젯정,OG_2025-Q1_T05_로수젯정_03,10,169145670.0,169145670.0,84572835.0,84572835.0,0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,로수젯정,OG_2025-Q1_T05_로수젯정_04,11,89151555.0,89151555.0,44575777.5,44575777.5,-0.02,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,로수젯정,OG_2025-Q1_T05_로수젯정_05,11,170310654.0,170310654.0,85155327.0,85155327.0,0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,록소르정,OG_2025-Q1_T05_록소르정_01,9,14762600.0,14762600.0,7381300.0,7381300.0,0.0,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,록소르정,OG_2025-Q1_T05_록소르정_02,12,24849400.0,24849400.0,12424700.0,12424700.0,-0.02,6,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,록소르정,OG_2025-Q1_T05_록소르정_03,10,18621200.0,18621200.0,9310600.0,9310600.0,0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,록소르정,OG_2025-Q1_T05_록소르정_04,13,27813600.0,27813600.0,13906800.0,13906800.0,0.02,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,록소르정,OG_2025-Q1_T05_록소르정_05,11,13868800.0,13868800.0,6934400.0,6934400.0,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,리피토정,OG_2025-Q1_T05_리피토정_01,8,13529772.0,13529772.0,6764886.0,6764886.0,0.02,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,리피토정,OG_2025-Q1_T05_리피토정_02,12,57870366.0,57870366.0,28935183.0,28935183.0,0.02,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,리피토정,OG_2025-Q1_T05_리피토정_03,8,25598898.0,25598898.0,12799449.0,12799449.0,-0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,리피토정,OG_2025-Q1_T05_리피토정_04,5,7473600.0,7473600.0,3736800.0,3736800.0,-0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,리피토정,OG_2025-Q1_T05_리피토정_05,9,29816289.0,29816289.0,14908144.5,14908144.5,0.01,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,서스펜정,OG_2025-Q1_T05_서스펜정_01,11,37426062.0,37426062.0,18713031.0,18713031.0,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,서스펜정,OG_2025-Q1_T05_서스펜정_02,8,21080427.0,21080427.0,10540213.5,10540213.5,0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,서스펜정,OG_2025-Q1_T05_서스펜정_03,17,60004356.0,60004356.0,30002178.0,30002178.0,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,서스펜정,OG_2025-Q1_T05_서스펜정_04,6,14281908.0,14281908.0,7140954.0,7140954.0,-0.01,0,"clinic,hosp",direct,0.0
2025-Q1,T05,서스펜정,OG_2025-Q1_T05_서스펜정_05,4,12502215.0,12502215.0,6251107.5,6251107.5,-0.01,1,"hosp,mixed",direct,0.0
2025-Q1,T05,세파클러캡슐,OG_2025-Q1_T05_세파클러캡슐_01,7,72348100.0,72348100.0,36174050.0,36174050.0,0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,세파클러캡슐,OG_2025-Q1_T05_세파클러캡슐_02,11,60969700.0,60969700.0,30484850.0,30484850.0,0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,세파클러캡슐,OG_2025-Q1_T05_세파클러캡슐_03,13,62974900.0,62974900.0,31487450.0,31487450.0,0.01,6,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,세파클러캡슐,OG_2025-Q1_T05_세파클러캡슐_04,10,50830400.0,50830400.0,25415200.0,25415200.0,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,세파클러캡슐,OG_2025-Q1_T05_세파클러캡슐_05,10,49402700.0,49402700.0,24701350.0,24701350.0,0.0,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,아모잘탄정,OG_2025-Q1_T05_아모잘탄정_01,11,44151590.0,44151590.0,22075795.0,22075795.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,아모잘탄정,OG_2025-Q1_T05_아모잘탄정_02,10,47330907.0,47330907.0,23665453.5,23665453.5,-0.01,6,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,아모잘탄정,OG_2025-Q1_T05_아모잘탄정_03,4,23276870.0,23276870.0,11638435.0,11638435.0,0.0,2,"clinic,mixed",direct,0.0
2025-Q1,T05,아모잘탄정,OG_2025-Q1_T05_아모잘탄정_04,11,96714184.0,96714184.0,48357092.0,48357092.0,0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,아모잘탄정,OG_2025-Q1_T05_아모잘탄정_05,10,71391326.0,71391326.0,35695663.0,35695663.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,아토르바정,OG_2025-Q1_T05_아토르바정_01,9,10071961.0,10071961.0,5035980.5,5035980.5,0.0,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,아토르바정,OG_2025-Q1_T05_아토르바정_02,16,44241709.0,44241709.0,22120854.5,22120854.5,0.01,5,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,아토르바정,OG_2025-Q1_T05_아토르바정_03,17,74919954.0,74919954.0,37459977.0,37459977.0,-0.03,5,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,아토르바정,OG_2025-Q1_T05_아토르바정_04,8,27963907.0,27963907.0,13981953.5,13981953.5,0.01,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,아토르바정,OG_2025-Q1_T05_아토르바정_05,11,45737474.0,45737474.0,22868737.0,22868737.0,0.03,7,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,아토젯정,OG_2025-Q1_T05_아토젯정_01,6,59050215.0,59050215.0,29525107.5,29525107.5,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,아토젯정,OG_2025-Q1_T05_아토젯정_02,11,81701550.0,81701550.0,40850775.0,40850775.0,-0.02,7,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,아토젯정,OG_2025-Q1_T05_아토젯정_03,8,79903107.0,79903107.0,39951553.5,39951553.5,0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,아토젯정,OG_2025-Q1_T05_아토젯정_04,11,64168704.0,64168704.0,32084352.0,32084352.0,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,아토젯정,OG_2025-Q1_T05_아토젯정_05,6,59290425.0,59290425.0,29645212.5,29645212.5,-0.02,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,엑스포지정,OG_2025-Q1_T05_엑스포지정_01,7,41318604.0,41318604.0,20659302.0,20659302.0,0.0,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,엑스포지정,OG_2025-Q1_T05_엑스포지정_02,7,38636798.0,38636798.0,19318399.0,19318399.0,-0.02,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,엑스포지정,OG_2025-Q1_T05_엑스포지정_03,8,40659779.0,40659779.0,20329889.5,20329889.5,-0.02,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,엑스포지정,OG_2025-Q1_T05_엑스포지정_04,9,32379249.0,32379249.0,16189624.5,16189624.5,0.02,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,엑스포지정,OG_2025-Q1_T05_엑스포지정_05,8,86472130.0,86472130.0,43236065.0,43236065.0,0.02,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,올메텍정,OG_2025-Q1_T05_올메텍정_01,12,25209099.0,25209099.0,12604549.5,12604549.5,-0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,올메텍정,OG_2025-Q1_T05_올메텍정_02,9,25260065.0,25260065.0,12630032.5,12630032.5,0.02,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,올메텍정,OG_2025-Q1_T05_올메텍정_03,3,1940400.0,1940400.0,970200.0,970200.0,-0.01,3,mixed,direct,0.0
2025-Q1,T05,올메텍정,OG_2025-Q1_T05_올메텍정_04,16,57230133.0,57230133.0,28615066.5,28615066.5,0.0,5,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,올메텍정,OG_2025-Q1_T05_올메텍정_05,10,70915874.0,70915874.0,35457937.0,35457937.0,0.02,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,자누비아정,OG_2025-Q1_T05_자누비아정_01,5,64870000.0,64870000.0,32435000.0,32435000.0,-0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,자누비아정,OG_2025-Q1_T05_자누비아정_02,10,185600000.0,185600000.0,92800000.0,92800000.0,0.0,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,자누비아정,OG_2025-Q1_T05_자누비아정_03,9,96698000.0,96698000.0,48349000.0,48349000.0,0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,자누비아정,OG_2025-Q1_T05_자누비아정_04,4,57562000.0,57562000.0,28781000.0,28781000.0,0.01,1,"clinic,mixed",direct,0.0
2025-Q1,T05,자누비아정,OG_2025-Q1_T05_자누비아정_05,13,122228000.0,122228000.0,61114000.0,61114000.0,-0.01,5,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,카나브정,OG_2025-Q1_T05_카나브정_01,7,21747012.0,21747012.0,10873506.0,10873506.0,-0.01,1,"clinic,mixed",direct,0.0
2025-Q1,T05,카나브정,OG_2025-Q1_T05_카나브정_02,6,9236700.0,9236700.0,4618350.0,4618350.0,-0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,카나브정,OG_2025-Q1_T05_카나브정_03,9,42163509.0,42163509.0,21081754.5,21081754.5,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,카나브정,OG_2025-Q1_T05_카나브정_04,11,57267657.0,57267657.0,28633828.5,28633828.5,-0.02,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,카나브정,OG_2025-Q1_T05_카나브정_05,11,53012733.0,53012733.0,26506366.5,26506366.5,0.02,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,타미플루캡슐,OG_2025-Q1_T05_타미플루캡슐_01,9,52976200.0,52976200.0,26488100.0,26488100.0,0.02,0,"clinic,hosp",direct,0.0
2025-Q1,T05,타미플루캡슐,OG_2025-Q1_T05_타미플루캡슐_02,13,94072100.0,94072100.0,47036050.0,47036050.0,0.01,5,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,타미플루캡슐,OG_2025-Q1_T05_타미플루캡슐_03,10,100847000.0,100847000.0,50423500.0,50423500.0,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,타미플루캡슐,OG_2025-Q1_T05_타미플루캡슐_04,8,94008100.0,94008100.0,47004050.0,47004050.0,0.03,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,타미플루캡슐,OG_2025-Q1_T05_타미플루캡슐_05,10,123659100.0,123659100.0,61829550.0,61829550.0,0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,트라젠타정,OG_2025-Q1_T05_트라젠타정_01,8,14570000.0,14570000.0,7285000.0,7285000.0,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,트라젠타정,OG_2025-Q1_T05_트라젠타정_02,9,20492000.0,20492000.0,10246000.0,10246000.0,-0.01,5,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,트라젠타정,OG_2025-Q1_T05_트라젠타정_03,9,14833200.0,14833200.0,7416600.0,7416600.0,0.02,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,트라젠타정,OG_2025-Q1_T05_트라젠타정_04,10,22315600.0,22315600.0,11157800.0,11157800.0,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,트라젠타정,OG_2025-Q1_T05_트라젠타정_05,10,18875200.0,18875200.0,9437600.0,9437600.0,-0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,플라빅스정,OG_2025-Q1_T05_플라빅스정_01,15,195552000.0,195552000.0,97776000.0,97776000.0,0.01,7,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,플라빅스정,OG_2025-Q1_T05_플라빅스정_02,11,140238000.0,140238000.0,70119000.0,70119000.0,0.0,5,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,플라빅스정,OG_2025-Q1_T05_플라빅스정_03,5,33894000.0,33894000.0,16947000.0,16947000.0,-0.02,4,"hosp,mixed",direct,0.0
2025-Q1,T05,플라빅스정,OG_2025-Q1_T05_플라빅스정_04,9,149814000.0,149814000.0,74907000.0,74907000.0,0.0,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T05,플라빅스정,OG_2025-Q1_T05_플라빅스정_05,14,161406000.0,161406000.0,80703000.0,80703000.0,-0.01,6,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,가브스정,OG_2025-Q1_T06_가브스정_01,6,40554576.0,40554576.0,20277288.0,20277288.0,-0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,가브스정,OG_2025-Q1_T06_가브스정_02,11,59833329.0,59833329.0,29916664.5,29916664.5,0.03,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,가브스정,OG_2025-Q1_T06_가브스정_03,16,78284205.0,78284205.0,39142102.5,39142102.5,-0.02,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,가브스정,OG_2025-Q1_T06_가브스정_04,7,58115548.0,58115548.0,29057774.0,29057774.0,0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,가브스정,OG_2025-Q1_T06_가브스정_05,4,12745232.0,12745232.0,6372616.0,6372616.0,-0.02,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,글루코파지정,OG_2025-Q1_T06_글루코파지정_01,9,26175920.0,26175920.0,13087960.0,13087960.0,-0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,글루코파지정,OG_2025-Q1_T06_글루코파지정_02,14,46914468.0,46914468.0,23457234.0,23457234.0,-0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,글루코파지정,OG_2025-Q1_T06_글루코파지정_03,15,56963434.0,56963434.0,28481717.0,28481717.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,글루코파지정,OG_2025-Q1_T06_글루코파지정_04,7,26337554.0,26337554.0,13168777.0,13168777.0,0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,글루코파지정,OG_2025-Q1_T06_글루코파지정_05,16,38721229.0,38721229.0,19360614.5,19360614.5,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,네시나정,OG_2025-Q1_T06_네시나정_01,9,130886579.0,130886579.0,65443289.5,65443289.5,-0.01,5,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,네시나정,OG_2025-Q1_T06_네시나정_02,6,72408616.0,72408616.0,36204308.0,36204308.0,0.0,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,네시나정,OG_2025-Q1_T06_네시나정_03,10,104071406.0,104071406.0,52035703.0,52035703.0,0.02,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,네시나정,OG_2025-Q1_T06_네시나정_04,6,53152108.0,53152108.0,26576054.0,26576054.0,-0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,네시나정,OG_2025-Q1_T06_네시나정_05,10,84912861.0,84912861.0,42456430.5,42456430.5,0.0,5,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,넥시움정,OG_2025-Q1_T06_넥시움정_01,14,119444358.0,119444358.0,59722179.0,59722179.0,0.01,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,넥시움정,OG_2025-Q1_T06_넥시움정_02,6,11863254.0,11863254.0,5931627.0,5931627.0,0.0,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,넥시움정,OG_2025-Q1_T06_넥시움정_03,8,42823271.0,42823271.0,21411635.5,21411635.5,0.0,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,넥시움정,OG_2025-Q1_T06_넥시움정_04,10,55679493.0,55679493.0,27839746.5,27839746.5,0.0,8,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,넥시움정,OG_2025-Q1_T06_넥시움정_05,13,40489433.0,40489433.0,20244716.5,20244716.5,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,디아미크롱서방정,OG_2025-Q1_T06_디아미크롱서방정_01,3,8557000.0,8557000.0,4278500.0,4278500.0,0.0,1,"clinic,mixed",direct,0.0
2025-Q1,T06,디아미크롱서방정,OG_2025-Q1_T06_디아미크롱서방정_02,10,48277400.0,48277400.0,24138700.0,24138700.0,0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,디아미크롱서방정,OG_2025-Q1_T06_디아미크롱서방정_03,9,10756000.0,10756000.0,5378000.0,5378000.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,디아미크롱서방정,OG_2025-Q1_T06_디아미크롱서방정_04,13,62295400.0,62295400.0,31147700.0,31147700.0,-0.01,4,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,디아미크롱서방정,OG_2025-Q1_T06_디아미크롱서방정_05,9,33822000.0,33822000.0,16911000.0,16911000.0,0.0,5,"clinic,mixed",direct,0.0
2025-Q1,T06,로수젯정,OG_2025-Q1_T06_로수젯정_01,13,162085674.0,162085674.0,81042837.0,81042837.0,-0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,로수젯정,OG_2025-Q1_T06_로수젯정_02,8,21660249.0,21660249.0,10830124.5,10830124.5,0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,로수젯정,OG_2025-Q1_T06_로수젯정_03,8,127966998.0,127966998.0,63983499.0,63983499.0,0.0,2,"clinic,hosp,mixed",direct,0.0
2025-Q1,T06,로수젯정,OG_2025-Q1_T06_로수젯정_04,12,158378091.0,158378091.0,79189045.5,79189045.5,0.01,4,"clinic,hosp,mixed",direct,0.0
