ship_id,amount_pre_share,amount_hosp_share_55,amount_clinic_share_55,amount_hosp_share_73,amount_clinic_share_73,delta_hosp,delta_clinic
S00010125,6930000.0,3465000.0,3465000.0,4851000.0,2079000.0,1386000.0,-1386000.0
S00010126,1880000.0,940000.0,940000.0,1316000.0,564000.0,376000.0,-376000.0
S00010127,2058700.0,1029350.0,1029350.0,1441090.0,617610.0,411740.0,-411740.0
S00010128,32900175.0,16450087.5,16450087.5,23030122.5,9870052.5,6580035.0,-6580035.0
S00010129,4846869.0,2423434.5,2423434.5,3392808.3,1454060.7,969373.8,-969373.8
S00010130,100500.0,50250.0,50250.0,70350.0,30150.0,20100.0,-20100.0
S00010131,1398600.0,699300.0,699300.0,979020.0,419580.0,279720.0,-279720.0
S00010132,10569930.0,5284965.0,5284965.0,7398951.0,3170979.0,2113986.0,-2113986.0
S00010133,2820000.0,1410000.0,1410000.0,1974000.0,846000.0,564000.0,-564000.0
S00010134,1638000.0,819000.0,819000.0,1146600.0,491400.0,327600.0,-327600.0
S00010135,4902000.0,2451000.0,2451000.0,3431400.0,1470600.0,980400.0,-980400.0
S00010136,5471928.0,2735964.0,2735964.0,3830349.6,1641578.4,1094385.6,-1094385.6
S00010137,31860000.0,15930000.0,15930000.0,22302000.0,9558000.0,6372000.0,-6372000.0
S00010138,14065000.0,7032500.0,7032500.0,9845500.0,4219500.0,2813000.0,-2813000.0
S00010139,10111842.0,5055921.0,5055921.0,7078289.4,3033552.6,2022368.4,-2022368.4
S00010140,5252052.0,2626026.0,2626026.0,3676436.4,1575615.6,1050410.4,-1050410.4
S00010141,5841000.0,2920500.0,2920500.0,4088700.0,1752300.0,1168200.0,-1168200.0
S00010142,54600000.0,27300000.0,27300000.0,38220000.0,16380000.0,10920000.0,-10920000.0
S00010143,435000.0,217500.0,217500.0,304500.0,130500.0,87000.0,-87000.0
S00010144,920010.0,460005.0,460005.0,644007.0,276003.0,184002.0,-184002.0
S00010145,20034000.0,10017000.0,10017000.0,14023800.0,6010200.0,4006800.0,-4006800.0
S00010146,1466400.0,733200.0,733200.0,1026480.0,439920.0,293280.0,-293280.0
S00010147,2698800.0,1349400.0,1349400.0,1889160.0,809640.0,539760.0,-539760.0
S00010148,21432114.0,10716057.0,10716057.0,15002479.8,6429634.2,4286422.8,-4286422.8
S00010149,902400.0,451200.0,451200.0,631680.0,270720.0,180480.0,-180480.0
S00010150,2512500.0,1256250.0,1256250.0,1758750.0,753750.0,502500.0,-502500.0
S00010151,29893167.0,14946583.5,14946583.5,20925216.9,8967950.1,5978633.4,-5978633.4
S00010152,6492957.0,3246478.5,3246478.5,4545069.9,1947887.1,1298591.4,-1298591.4
S00010153,2453400.0,1226700.0,1226700.0,1717380.0,736020.0,490680.0,-490680.0
S00010154,1428000.0,714000.0,714000.0,999600.0,428400.0,285600.0,-285600.0
S00010155,973400.0,486700.0,486700.0,681380.0,292020.0,194680.0,-194680.0
S00010156,12311838.0,6155919.0,6155919.0,8618286.6,3693551.4,2462367.6,-2462367.6
S00010157,1094800.0,547400.0,547400.0,766360.0,328440.0,218960.0,-218960.0
S00010158,3589000.0,1794500.0,1794500.0,2512300.0,1076700.0,717800.0,-717800.0
S00010159,10175841.0,5087920.5,5087920.5,7123088.7,3052752.3,2035168.2,-2035168.2
S00010160,1493300.0,746650.0,746650.0,1045310.0,447990.0,298660.0,-298660.0
S00010161,642200.0,321100.0,321100.0,449540.0,192660.0,128440.0,-128440.0
S00010162,2052000.0,1026000.0,1026000.0,1436400.0,615600.0,410400.0,-410400.0
S00010163,1077300.0,538650.0,538650.0,754110.0,323190.0,215460.0,-215460.0
S00010164,3128034.0,1564017.0,1564017.0,2189623.8,938410.2,625606.8,-625606.8
S00010165,7182000.0,3591000.0,3591000.0,5027400.0,2154600.0,1436400.0,-1436400.0
S00010166,2331200.0,1165600.0,1165600.0,1631840.0,699360.0,466240.0,-466240.0
S00010167,173000.0,86500.0,86500.0,121100.0,51900.0,34600.0,-34600.0
S00010168,36096192.0,18048096.0,18048096.0,25267334.4,10828857.6,7219238.4,-7219238.4
S00010169,8891829.0,4445914.5,4445914.5,6224280.3,2667548.7,1778365.8,-1778365.8
S00010170,37436196.0,18718098.0,18718098.0,26205337.2,11230858.8,7487239.2,-7487239.2
S00010171,1790010.0,895005.0,895005.0,1253007.0,537003.0,358002.0,-358002.0
S00010172,698400.0,349200.0,349200.0,488880.0,209520.0,139680.0,-139680.0
S00010173,2368800.0,1184400.0,1184400.0,1658160.0,710640.0,473760.0,-473760.0
S00010174,755300.0,377650.0,377650.0,528710.0,226590.0,151060.0,-151060.0
S00010175,446400.0,223200.0,223200.0,312480.0,133920.0,89280.0,-89280.0
S00010176,1426800.0,713400.0,713400.0,998760.0,428040.0,285360.0,-285360.0
S00010177,4484000.0,2242000.0,2242000.0,3138800.0,1345200.0,896800.0,-896800.0
S00010178,1197200.0,598600.0,598600.0,838040.0,359160.0,239440.0,-239440.0
S00010179,262200.0,131100.0,131100.0,183540.0,78660.0,52440.0,-52440.0
S00010180,1177200.0,588600.0,588600.0,824040.0,353160.0,235440.0,-235440.0
S00010181,6600000.0,3300000.0,3300000.0,4620000.0,1980000.0,1320000.0,-1320000.0
S00010182,17160000.0,8580000.0,8580000.0,12012000.0,5148000.0,3432000.0,-3432000.0
S00010183,2447982.0,1223991.0,1223991.0,1713587.4,734394.6,489596.4,-489596.4
S00010184,12512136.0,6256068.0,6256068.0,8758495.2,3753640.8,2502427.2,-2502427.2
S00010185,17262000.0,8631000.0,8631000.0,12083400.0,5178600.0,3452400.0,-3452400.0
S00010186,3214800.0,1607400.0,1607400.0,2250360.0,964440.0,642960.0,-642960.0
S00010187,23989149.0,11994574.5,11994574.5,16792404.3,7196744.7,4797829.8,-4797829.8
S00010188,14100075.0,7050037.5,7050037.5,9870052.5,4230022.5,2820015.0,-2820015.0
S00010189,9203823.0,4601911.5,4601911.5,6442676.1,2761146.9,1840764.6,-1840764.6
S00010190,28650150.0,14325075.0,14325075.0,20055105.0,8595045.0,5730030.0,-5730030.0
S00010191,793800.0,396900.0,396900.0,555660.0,238140.0,158760.0,-158760.0
S00010192,12834915.0,6417457.5,6417457.5,8984440.5,3850474.5,2566983.0,-2566983.0
S00010193,13103856.0,6551928.0,6551928.0,9172699.2,3931156.8,2620771.2,-2620771.2
S00010194,1154300.0,577150.0,577150.0,808010.0,346290.0,230860.0,-230860.0
S00010195,142600.0,71300.0,71300.0,99820.0,42780.0,28520.0,-28520.0
S00010196,4787937.0,2393968.5,2393968.5,3351555.9,1436381.1,957587.4,-957587.4
S00010197,1733400.0,866700.0,866700.0,1213380.0,520020.0,346680.0,-346680.0
S00010198,10961000.0,5480500.0,5480500.0,7672700.0,3288300.0,2192200.0,-2192200.0
S00010199,669300.0,334650.0,334650.0,468510.0,200790.0,133860.0,-133860.0
S00010200,109000.0,54500.0,54500.0,76300.0,32700.0,21800.0,-21800.0
S00010201,2739000.0,1369500.0,1369500.0,1917300.0,821700.0,547800.0,-547800.0
S00010202,9348000.0,4674000.0,4674000.0,6543600.0,2804400.0,1869600.0,-1869600.0
S00010203,2421500.0,1210750.0,1210750.0,1695050.0,726450.0,484300.0,-484300.0
S00010204,15732171.0,7866085.5,7866085.5,11012519.7,4719651.3,3146434.2,-3146434.2
S00010205,20412000.0,10206000.0,10206000.0,14288400.0,6123600.0,4082400.0,-4082400.0
S00010206,1936400.0,968200.0,968200.0,1355480.0,580920.0,387280.0,-387280.0
S00010207,28980180.0,14490090.0,14490090.0,20286126.0,8694054.0,5796036.0,-5796036.0
S00010208,2070300.0,1035150.0,1035150.0,1449210.0,621090.0,414060.0,-414060.0
S00010209,756700.0,378350.0,378350.0,529690.0,227010.0,151340.0,-151340.0
S00010210,3939600.0,1969800.0,1969800.0,2757720.0,1181880.0,787920.0,-787920.0
S00010211,12709071.0,6354535.5,6354535.5,8896349.7,3812721.3,2541814.2,-2541814.2
S00010212,26122827.0,13061413.5,13061413.5,18285978.9,7836848.1,5224565.4,-5224565.4
S00010213,4913946.0,2456973.0,2456973.0,3439762.2,1474183.8,982789.2,-982789.2
S00010214,2046800.0,1023400.0,1023400.0,1432760.0,614040.0,409360.0,-409360.0
S00010215,923800.0,461900.0,461900.0,646660.0,277140.0,184760.0,-184760.0
S00010216,2064800.0,1032400.0,1032400.0,1445360.0,619440.0,412960.0,-412960.0
S00010217,1198400.0,599200.0,599200.0,838880.0,359520.0,239680.0,-239680.0
S00010218,18236000.0,9118000.0,9118000.0,12765200.0,5470800.0,3647200.0,-3647200.0
S00010219,1535976.0,767988.0,767988.0,1075183.2,460792.8,307195.2,-307195.2
S00010220,1199000.0,599500.0,599500.0,839300.0,359700.0,239800.0,-239800.0
S00010221,3894000.0,1947000.0,1947000.0,2725800.0,1168200.0,778800.0,-778800.0
S00010222,3344000.0,1672000.0,1672000.0,2340800.0,1003200.0,668800.0,-668800.0
S00010223,205200.0,102600.0,102600.0,143640.0,61560.0,41040.0,-41040.0
S00010224,1395900.0,697950.0,697950.0,977130.0,418770.0,279180.0,-279180.0
S00010225,11970000.0,5985000.0,5985000.0,8379000.0,3591000.0,2394000.0,-2394000.0
S00010226,3647200.0,1823600.0,1823600.0,2553040.0,1094160.0,729440.0,-729440.0
S00010227,17549109.0,8774554.5,8774554.5,12284376.3,5264732.7,3509821.8,-3509821.8
S00010228,3618000.0,1809000.0,1809000.0,2532600.0,1085400.0,723600.0,-723600.0
S00010229,3329910.0,1664955.0,1664955.0,2330937.0,998973.0,665982.0,-665982.0
S00010230,955005.0,477502.5,477502.5,668503.5,286501.5,191001.0,-191001.0
S00010231,1890000.0,945000.0,945000.0,1323000.0,567000.0,378000.0,-378000.0
S00010232,18572877.0,9286438.5,9286438.5,13001013.9,5571863.1,3714575.4,-3714575.4
S00010233,9645894.0,4822947.0,4822947.0,6752125.8,2893768.2,1929178.8,-1929178.8
S00010234,3320040.0,1660020.0,1660020.0,2324028.0,996012.0,664008.0,-664008.0
S00010235,1482000.0,741000.0,741000.0,1037400.0,444600.0,296400.0,-296400.0
S00010236,721600.0,360800.0,360800.0,505120.0,216480.0,144320.0,-144320.0
S00010237,1433800.0,716900.0,716900.0,1003660.0,430140.0,286760.0,-286760.0
S00010238,17848000.0,8924000.0,8924000.0,12493600.0,5354400.0,3569600.0,-3569600.0
S00010239,10687833.0,5343916.5,5343916.5,7481483.1,3206349.9,2137566.6,-2137566.6
S00010240,10201101.0,5100550.5,5100550.5,7140770.7,3060330.3,2040220.2,-2040220.2
S00010241,264000.0,132000.0,132000.0,184800.0,79200.0,52800.0,-52800.0
S00010242,6048000.0,3024000.0,3024000.0,4233600.0,1814400.0,1209600.0,-1209600.0
S00010243,2991978.0,1495989.0,1495989.0,2094384.6,897593.4,598395.6,-598395.6
S00010244,2052000.0,1026000.0,1026000.0,1436400.0,615600.0,410400.0,-410400.0
S00010245,2394000.0,1197000.0,1197000.0,1675800.0,718200.0,478800.0,-478800.0
S00010246,676800.0,338400.0,338400.0,473760.0,203040.0,135360.0,-135360.0
S00010247,2110600.0,1055300.0,1055300.0,1477420.0,633180.0,422120.0,-422120.0
S00010248,6580035.0,3290017.5,3290017.5,4606024.5,1974010.5,1316007.0,-1316007.0
S00010249,9307821.0,4653910.5,4653910.5,6515474.7,2792346.3,1861564.2,-1861564.2
S00010250,5921031.0,2960515.5,2960515.5,4144721.7,1776309.3,1184206.2,-1184206.2
S00010251,2327013.0,1163506.5,1163506.5,1628909.1,698103.9,465402.6,-465402.6
S00010252,1198800.0,599400.0,599400.0,839160.0,359640.0,239760.0,-239760.0
S00010253,3912957.0,1956478.5,1956478.5,2739069.9,1173887.1,782591.4,-782591.4
S00010254,1618400.0,809200.0,809200.0,1132880.0,485520.0,323680.0,-323680.0
S00010255,6840000.0,3420000.0,3420000.0,4788000.0,2052000.0,1368000.0,-1368000.0
S00010256,1554400.0,777200.0,777200.0,1088080.0,466320.0,310880.0,-310880.0
S00010257,2640400.0,1320200.0,1320200.0,1848280.0,792120.0,528080.0,-528080.0
S00010258,11155000.0,5577500.0,5577500.0,7808500.0,3346500.0,2231000.0,-2231000.0
S00010259,3327948.0,1663974.0,1663974.0,2329563.6,998384.4,665589.6,-665589.6
S00010260,1275300.0,637650.0,637650.0,892710.0,382590.0,255060.0,-255060.0
S00010261,2970000.0,1485000.0,1485000.0,2079000.0,891000.0,594000.0,-594000.0
S00010262,8358000.0,4179000.0,4179000.0,5850600.0,2507400.0,1671600.0,-1671600.0
S00010263,623500.0,311750.0,311750.0,436450.0,187050.0,124700.0,-124700.0
S00010264,18400200.0,9200100.0,9200100.0,12880140.0,5520060.0,3680040.0,-3680040.0
S00010265,17766000.0,8883000.0,8883000.0,12436200.0,5329800.0,3553200.0,-3553200.0
S00010266,3008000.0,1504000.0,1504000.0,2105600.0,902400.0,601600.0,-601600.0
S00010267,1937600.0,968800.0,968800.0,1356320.0,581280.0,387520.0,-387520.0
S00010268,31584168.0,15792084.0,15792084.0,22108917.6,9475250.4,6316833.6,-6316833.6
S00010269,1663968.0,831984.0,831984.0,1164777.6,499190.4,332793.6,-332793.6
S00010270,23875125.0,11937562.5,11937562.5,16712587.5,7162537.5,4775025.0,-4775025.0
S00010271,3250800.0,1625400.0,1625400.0,2275560.0,975240.0,650160.0,-650160.0
S00010272,388800.0,194400.0,194400.0,272160.0,116640.0,77760.0,-77760.0
S00010273,1057500.0,528750.0,528750.0,740250.0,317250.0,211500.0,-211500.0
S00010274,1747200.0,873600.0,873600.0,1223040.0,524160.0,349440.0,-349440.0
S00010275,1140000.0,570000.0,570000.0,798000.0,342000.0,228000.0,-228000.0
S00010276,348000.0,174000.0,174000.0,243600.0,104400.0,69600.0,-69600.0
S00010277,708400.0,354200.0,354200.0,495880.0,212520.0,141680.0,-141680.0
S00010278,167900.0,83950.0,83950.0,117530.0,50370.0,33580.0,-33580.0
S00010279,972900.0,486450.0,486450.0,681030.0,291870.0,194580.0,-194580.0
S00010280,16968168.0,8484084.0,8484084.0,11877717.6,5090450.4,3393633.6,-3393633.6
S00010281,95000.0,47500.0,47500.0,66500.0,28500.0,19000.0,-19000.0
S00010282,14364000.0,7182000.0,7182000.0,10054800.0,4309200.0,2872800.0,-2872800.0
S00010283,1798000.0,899000.0,899000.0,1258600.0,539400.0,359600.0,-359600.0
S00010284,455400.0,227700.0,227700.0,318780.0,136620.0,91080.0,-91080.0
S00010285,1512000.0,756000.0,756000.0,1058400.0,453600.0,302400.0,-302400.0
S00010286,1428800.0,714400.0,714400.0,1000160.0,428640.0,285760.0,-285760.0
S00010287,2941000.0,1470500.0,1470500.0,2058700.0,882300.0,588200.0,-588200.0
S00010288,34592184.0,17296092.0,17296092.0,24214528.8,10377655.2,6918436.8,-6918436.8
S00010289,4003923.0,2001961.5,2001961.5,2802746.1,1201176.9,800784.6,-800784.6
S00010290,522600.0,261300.0,261300.0,365820.0,156780.0,104520.0,-104520.0
S00010291,16647093.0,8323546.5,8323546.5,11652965.1,4994127.9,3329418.6,-3329418.6
S00010292,970000.0,485000.0,485000.0,679000.0,291000.0,194000.0,-194000.0
S00010293,15196833.0,7598416.5,7598416.5,10637783.1,4559049.9,3039366.6,-3039366.6
S00010294,13363161.0,6681580.5,6681580.5,9354212.7,4008948.3,2672632.2,-2672632.2
S00010295,2907000.0,1453500.0,1453500.0,2034900.0,872100.0,581400.0,-581400.0
S00010296,301600.0,150800.0,150800.0,211120.0,90480.0,60320.0,-60320.0
S00010297,949900.0,474950.0,474950.0,664930.0,284970.0,189980.0,-189980.0
S00010298,1438100.0,719050.0,719050.0,1006670.0,431430.0,287620.0,-287620.0
S00010299,5631912.0,2815956.0,2815956.0,3942338.4,1689573.6,1126382.4,-1126382.4
S00010300,534100.0,267050.0,267050.0,373870.0,160230.0,106820.0,-106820.0
S00010301,2376000.0,1188000.0,1188000.0,1663200.0,712800.0,475200.0,-475200.0
S00010302,19890000.0,9945000.0,9945000.0,13923000.0,5967000.0,3978000.0,-3978000.0
S00010303,598500.0,299250.0,299250.0,418950.0,179550.0,119700.0,-119700.0
S00010304,1458000.0,729000.0,729000.0,1020600.0,437400.0,291600.0,-291600.0
S00010305,3906000.0,1953000.0,1953000.0,2734200.0,1171800.0,781200.0,-781200.0
S00010306,1278400.0,639200.0,639200.0,894880.0,383520.0,255680.0,-255680.0
S00010307,138400.0,69200.0,69200.0,96880.0,41520.0,27680.0,-27680.0
S00010308,2472300.0,1236150.0,1236150.0,1730610.0,741690.0,494460.0,-494460.0
S00010309,6622821.0,3311410.5,3311410.5,4635974.7,1986846.3,1324564.2,-1324564.2
S00010310,1306500.0,653250.0,653250.0,914550.0,391950.0,261300.0,-261300.0
S00010311,1077300.0,538650.0,538650.0,754110.0,323190.0,215460.0,-215460.0
S00010312,22951848.0,11475924.0,11475924.0,16066293.6,6885554.4,4590369.6,-4590369.6
S00010313,545994.0,272997.0,272997.0,382195.8,163798.2,109198.8,-109198.8
S00010314,81900.0,40950.0,40950.0,57330.0,24570.0,16380.0,-16380.0
S00010315,5016000.0,2508000.0,2508000.0,3511200.0,1504800.0,1003200.0,-1003200.0
S00010316,12235839.0,6117919.5,6117919.5,8565087.3,3670751.7,2447167.8,-2447167.8
S00010317,10620000.0,5310000.0,5310000.0,7434000.0,3186000.0,2124000.0,-2124000.0
S00010318,18721000.0,9360500.0,9360500.0,13104700.0,5616300.0,3744200.0,-3744200.0
S00010319,9727848.0,4863924.0,4863924.0,6809493.6,2918354.4,1945569.6,-1945569.6
S00010320,11514114.0,5757057.0,5757057.0,8059879.8,3454234.2,2302822.8,-2302822.8
S00010321,6270000.0,3135000.0,3135000.0,4389000.0,1881000.0,1254000.0,-1254000.0
S00010322,4158000.0,2079000.0,2079000.0,2910600.0,1247400.0,831600.0,-831600.0
S00010323,1624000.0,812000.0,812000.0,1136800.0,487200.0,324800.0,-324800.0
S00010324,257400.0,128700.0,128700.0,180180.0,77220.0,51480.0,-51480.0
S00010325,3276000.0,1638000.0,1638000.0,2293200.0,982800.0,655200.0,-655200.0
S00010326,2256000.0,1128000.0,1128000.0,1579200.0,676800.0,451200.0,-451200.0
S00010327,501700.0,250850.0,250850.0,351190.0,150510.0,100340.0,-100340.0
S00010328,3979800.0,1989900.0,1989900.0,2785860.0,1193940.0,795960.0,-795960.0
S00010329,9515817.0,4757908.5,4757908.5,6661071.9,2854745.1,1903163.4,-1903163.4
S00010330,22347117.0,11173558.5,11173558.5,15642981.9,6704135.1,4469423.4,-4469423.4
S00010331,2148012.0,1074006.0,1074006.0,1503608.4,644403.6,429602.4,-429602.4
S00010332,2987600.0,1493800.0,1493800.0,2091320.0,896280.0,597520.0,-597520.0
S00010333,705000.0,352500.0,352500.0,493500.0,211500.0,141000.0,-141000.0
S00010334,1465100.0,732550.0,732550.0,1025570.0,439530.0,293020.0,-293020.0
S00010335,11172000.0,5586000.0,5586000.0,7820400.0,3351600.0,2234400.0,-2234400.0
S00010336,1631800.0,815900.0,815900.0,1142260.0,489540.0,326360.0,-326360.0
S00010337,10620000.0,5310000.0,5310000.0,7434000.0,3186000.0,2124000.0,-2124000.0
S00010338,4656000.0,2328000.0,2328000.0,3259200.0,1396800.0,931200.0,-931200.0
S00010339,752100.0,376050.0,376050.0,526470.0,225630.0,150420.0,-150420.0
S00010340,15049149.0,7524574.5,7524574.5,10534404.3,4514744.7,3009829.8,-3009829.8
S00010341,4521000.0,2260500.0,2260500.0,3164700.0,1356300.0,904200.0,-904200.0
S00010342,4242000.0,2121000.0,2121000.0,2969400.0,1272600.0,848400.0,-848400.0
S00010343,2667600.0,1333800.0,1333800.0,1867320.0,800280.0,533520.0,-533520.0
S00010344,324000.0,162000.0,162000.0,226800.0,97200.0,64800.0,-64800.0
S00010345,17640000.0,8820000.0,8820000.0,12348000.0,5292000.0,3528000.0,-3528000.0
S00010346,432400.0,216200.0,216200.0,302680.0,129720.0,86480.0,-86480.0
S00010347,29302182.0,14651091.0,14651091.0,20511527.4,8790654.6,5860436.4,-5860436.4
S00010348,3698400.0,1849200.0,1849200.0,2588880.0,1109520.0,739680.0,-739680.0
S00010349,4143888.0,2071944.0,2071944.0,2900721.6,1243166.4,828777.6,-828777.6
S00010350,1949700.0,974850.0,974850.0,1364790.0,584910.0,389940.0,-389940.0
S00010351,35442198.0,17721099.0,17721099.0,24809538.6,10632659.4,7088439.6,-7088439.6
S00010352,210600.0,105300.0,105300.0,147420.0,63180.0,42120.0,-42120.0
S00010353,5368941.0,2684470.5,2684470.5,3758258.7,1610682.3,1073788.2,-1073788.2
S00010354,1310400.0,655200.0,655200.0,917280.0,393120.0,262080.0,-262080.0
S00010355,1254000.0,627000.0,627000.0,877800.0,376200.0,250800.0,-250800.0
S00010356,631400.0,315700.0,315700.0,441980.0,189420.0,126280.0,-126280.0
S00010357,177100.0,88550.0,88550.0,123970.0,53130.0,35420.0,-35420.0
S00010358,12998000.0,6499000.0,6499000.0,9098600.0,3899400.0,2599600.0,-2599600.0
S00010359,4735926.0,2367963.0,2367963.0,3315148.2,1420777.8,947185.2,-947185.2
S00010360,3333033.0,1666516.5,1666516.5,2333123.1,999909.9,666606.6,-666606.6
S00010361,4323000.0,2161500.0,2161500.0,3026100.0,1296900.0,864600.0,-864600.0
S00010362,57720000.0,28860000.0,28860000.0,40404000.0,17316000.0,11544000.0,-11544000.0
S00010363,2247500.0,1123750.0,1123750.0,1573250.0,674250.0,449500.0,-449500.0
S00010364,1107000.0,553500.0,553500.0,774900.0,332100.0,221400.0,-221400.0
S00010365,2016000.0,1008000.0,1008000.0,1411200.0,604800.0,403200.0,-403200.0
S00010366,1898800.0,949400.0,949400.0,1329160.0,569640.0,379760.0,-379760.0
S00010367,23667147.0,11833573.5,11833573.5,16567002.9,7100144.1,4733429.4,-4733429.4
S00010368,2071100.0,1035550.0,1035550.0,1449770.0,621330.0,414220.0,-414220.0
S00010369,131600.0,65800.0,65800.0,92120.0,39480.0,26320.0,-26320.0
S00010370,904500.0,452250.0,452250.0,633150.0,271350.0,180900.0,-180900.0
S00010371,1074006.0,537003.0,537003.0,751804.2,322201.8,214801.2,-214801.2
S00010372,955800.0,477900.0,477900.0,669060.0,286740.0,191160.0,-191160.0
S00010373,336600.0,168300.0,168300.0,235620.0,100980.0,67320.0,-67320.0
S00010374,1683500.0,841750.0,841750.0,1178450.0,505050.0,336700.0,-336700.0
S00010375,527000.0,263500.0,263500.0,368900.0,158100.0,105400.0,-105400.0
S00010376,1320200.0,660100.0,660100.0,924140.0,396060.0,264040.0,-264040.0
S00010377,16756000.0,8378000.0,8378000.0,11729200.0,5026800.0,3351200.0,-3351200.0
S00010378,11737000.0,5868500.0,5868500.0,8215900.0,3521100.0,2347400.0,-2347400.0
S00010379,9599850.0,4799925.0,4799925.0,6719895.0,2879955.0,1919970.0,-1919970.0
S00010380,1515015.0,757507.5,757507.5,1060510.5,454504.5,303003.0,-303003.0
S00010381,657400.0,328700.0,328700.0,460180.0,197220.0,131480.0,-131480.0
S00010382,41340000.0,20670000.0,20670000.0,28938000.0,12402000.0,8268000.0,-8268000.0
S00010383,130500.0,65250.0,65250.0,91350.0,39150.0,26100.0,-26100.0
S00010384,675000.0,337500.0,337500.0,472500.0,202500.0,135000.0,-135000.0
S00010385,756000.0,378000.0,378000.0,529200.0,226800.0,151200.0,-151200.0
S00010386,1955200.0,977600.0,977600.0,1368640.0,586560.0,391040.0,-391040.0
S00010387,2145200.0,1072600.0,1072600.0,1501640.0,643560.0,429040.0,-429040.0
S00010388,3336600.0,1668300.0,1668300.0,2335620.0,1000980.0,667320.0,-667320.0
S00010389,860100.0,430050.0,430050.0,602070.0,258030.0,172020.0,-172020.0
S00010390,1889400.0,944700.0,944700.0,1322580.0,566820.0,377880.0,-377880.0
S00010391,623700.0,311850.0,311850.0,436590.0,187110.0,124740.0,-124740.0
S00010392,1425600.0,712800.0,712800.0,997920.0,427680.0,285120.0,-285120.0
S00010393,1504800.0,752400.0,752400.0,1053360.0,451440.0,300960.0,-300960.0
S00010394,127400.0,63700.0,63700.0,89180.0,38220.0,25480.0,-25480.0
S00010395,10887000.0,5443500.0,5443500.0,7620900.0,3266100.0,2177400.0,-2177400.0
S00010396,303400.0,151700.0,151700.0,212380.0,91020.0,60680.0,-60680.0
S00010397,1198400.0,599200.0,599200.0,838880.0,359520.0,239680.0,-239680.0
S00010398,927100.0,463550.0,463550.0,648970.0,278130.0,185420.0,-185420.0
S00010399,1145400.0,572700.0,572700.0,801780.0,343620.0,229080.0,-229080.0
S00010400,6666066.0,3333033.0,3333033.0,4666246.2,1999819.8,1333213.2,-1333213.2
S00010401,391400.0,195700.0,195700.0,273980.0,117420.0,78280.0,-78280.0
S00010402,5776000.0,2888000.0,2888000.0,4043200.0,1732800.0,1155200.0,-1155200.0
S00010403,1470600.0,735300.0,735300.0,1029420.0,441180.0,294120.0,-294120.0
S00010404,1445400.0,722700.0,722700.0,1011780.0,433620.0,289080.0,-289080.0
S00010405,12726000.0,6363000.0,6363000.0,8908200.0,3817800.0,2545200.0,-2545200.0
S00010406,3515600.0,1757800.0,1757800.0,2460920.0,1054680.0,703120.0,-703120.0
S00010407,1262900.0,631450.0,631450.0,884030.0,378870.0,252580.0,-252580.0
S00010408,180900.0,90450.0,90450.0,126630.0,54270.0,36180.0,-36180.0
S00010409,455900.0,227950.0,227950.0,319130.0,136770.0,91180.0,-91180.0
S00010410,3820020.0,1910010.0,1910010.0,2674014.0,1146006.0,764004.0,-764004.0
S00010411,189000.0,94500.0,94500.0,132300.0,56700.0,37800.0,-37800.0
S00010412,1636200.0,818100.0,818100.0,1145340.0,490860.0,327240.0,-327240.0
S00010413,2241900.0,1120950.0,1120950.0,1569330.0,672570.0,448380.0,-448380.0
S00010414,13031157.0,6515578.5,6515578.5,9121809.9,3909347.1,2606231.4,-2606231.4
S00010415,6897000.0,3448500.0,3448500.0,4827900.0,2069100.0,1379400.0,-1379400.0
S00010416,1206400.0,603200.0,603200.0,844480.0,361920.0,241280.0,-241280.0
S00010417,22420000.0,11210000.0,11210000.0,15694000.0,6726000.0,4484000.0,-4484000.0
S00010418,16490000.0,8245000.0,8245000.0,11543000.0,4947000.0,3298000.0,-3298000.0
S00010419,938400.0,469200.0,469200.0,656880.0,281520.0,187680.0,-187680.0
S00010420,14342142.0,7171071.0,7171071.0,10039499.4,4302642.6,2868428.4,-2868428.4
S00010421,1353000.0,676500.0,676500.0,947100.0,405900.0,270600.0,-270600.0
S00010422,912000.0,456000.0,456000.0,638400.0,273600.0,182400.0,-182400.0
S00010423,1316700.0,658350.0,658350.0,921690.0,395010.0,263340.0,-263340.0
S00010424,7268079.0,3634039.5,3634039.5,5087655.3,2180423.7,1453615.8,-1453615.8
S00010425,24696000.0,12348000.0,12348000.0,17287200.0,7408800.0,4939200.0,-4939200.0
S00010426,1128000.0,564000.0,564000.0,789600.0,338400.0,225600.0,-225600.0
S00010427,15939099.0,7969549.5,7969549.5,11157369.3,4781729.7,3187819.8,-3187819.8
S00010428,7896042.0,3948021.0,3948021.0,5527229.4,2368812.6,1579208.4,-1579208.4
S00010429,9827811.0,4913905.5,4913905.5,6879467.7,2948343.3,1965562.2,-1965562.2
S00010430,21583113.0,10791556.5,10791556.5,15108179.1,6474933.9,4316622.6,-4316622.6
S00010431,21301119.0,10650559.5,10650559.5,14910783.3,6390335.7,4260223.8,-4260223.8
S00010432,25065834.0,12532917.0,12532917.0,17546083.8,7519750.2,5013166.8,-5013166.8
S00010433,1945800.0,972900.0,972900.0,1362060.0,583740.0,389160.0,-389160.0
S00010434,11454138.0,5727069.0,5727069.0,8017896.6,3436241.4,2290827.6,-2290827.6
S00010435,6726000.0,3363000.0,3363000.0,4708200.0,2017800.0,1345200.0,-1345200.0
